seqname,tax_id
ASL40353.1,Acetobacter_pasteurianus_dm
ASL41254.1,Acetobacter_pasteurianus_dm
ASL41103.1,Acetobacter_pasteurianus_dm
ASL41406.1,Acetobacter_pasteurianus_dm
ASL41543.1,Acetobacter_pasteurianus_dm
ASL39467.1,Acetobacter_pasteurianus_dm
BAI00409.1,Acetobacter_pasteurianus_IFO_3283-01
BAU38520.1,Acetobacter_pasteurianus_NBRC_101655
AOW48322.1,Acetobacter_pasteurianus_subsp._paradoxus_LMG_1591
AOW49005.1,Acetobacter_pasteurianus_subsp._paradoxus_LMG_1591
ASC06042.1,Acetobacter_pasteurianus_subsp._pasteurianus_SRCM101468
AQT03999.1,Acetobacter_persici_TMW2.1084
AQT05210.1,Acetobacter_persici_TMW2.1084
AQT04817.1,Acetobacter_persici_TMW2.1084
AQT04580.1,Acetobacter_persici_TMW2.1084
AQT04850.1,Acetobacter_persici_TMW2.1084
AQT06383.1,Acetobacter_persici_TMW2.1084
BCZ75912.1,Acetobacter_phage_phiAX1
ATI11575.1,Acetobacter_pomorum_BDGP5
ATI12602.1,Acetobacter_pomorum_BDGP5
ATI13412.1,Acetobacter_pomorum_BDGP5
ATI11001.1,Acetobacter_pomorum_BDGP5
AXM99707.1,Acetobacter_pomorum_SH
AXN01103.1,Acetobacter_pomorum_SH
CEF40760.1,Acetobacter_senegalensis_108B
CEF42864.1,Acetobacter_senegalensis_108B
CEF43095.1,Acetobacter_senegalensis_108B
CEF41407.1,Acetobacter_senegalensis_108B
CEF41960.1,Acetobacter_senegalensis_108B
CEF41372.1,Acetobacter_senegalensis_108B
CEF41970.1,Acetobacter_senegalensis_108B
AXC25341.1,Acetobacter_sp._JWB
QEO18314.1,Acetobacter_sp._KACC_21233
QEO17596.1,Acetobacter_sp._KACC_21233
QEO17410.1,Acetobacter_sp._KACC_21233
QEO18553.1,Acetobacter_sp._KACC_21233
QEO16465.1,Acetobacter_sp._KACC_21233
QEO17417.1,Acetobacter_sp._KACC_21233
ATJ92781.1,Acetobacter_tropicalis_BDGP1
ATJ90155.1,Acetobacter_tropicalis_BDGP1
ATJ91459.1,Acetobacter_tropicalis_BDGP1
ATJ91538.1,Acetobacter_tropicalis_BDGP1
ATJ90454.1,Acetobacter_tropicalis_BDGP1
QCE35205.1,Acetobacteraceae_bacterium_868
QCE32440.1,Acetobacteraceae_bacterium_880
UMM63673.1,Acetobacteraceae_bacterium_DM15PD
UMM64209.1,Acetobacteraceae_bacterium_DM15PD
UMM64143.1,Acetobacteraceae_bacterium_DM15PD
QKE91141.1,Acetobacteraceae_bacterium_PAMC_26569
QKE90294.1,Acetobacteraceae_bacterium_PAMC_26569
QKE88955.1,Acetobacteraceae_bacterium_PAMC_26569
QKE91884.1,Acetobacteraceae_bacterium_PAMC_26569
QKE92122.1,Acetobacteraceae_bacterium_PAMC_26569
AFM20926.1,Acetomicrobium_mobile_DSM_13181
AFM21693.1,Acetomicrobium_mobile_DSM_13181
QVQ28208.1,Achromobacter_deleyi_As-55
QVQ24832.1,Achromobacter_deleyi_As-55
QVQ26657.1,Achromobacter_deleyi_As-55
QVQ29783.1,Achromobacter_deleyi_As-55
QVQ25683.1,Achromobacter_deleyi_As-55
QQB38069.1,Achromobacter_deleyi_FDAARGOS_1050
QQB35830.1,Achromobacter_deleyi_FDAARGOS_1050
QQB37593.1,Achromobacter_deleyi_FDAARGOS_1050
QQB35694.1,Achromobacter_deleyi_FDAARGOS_1050
UIP20506.1,Achromobacter_deleyi_SMAs-55
QKH49967.1,Achromobacter_denitrificans_FDAARGOS_786
QKH48119.1,Achromobacter_denitrificans_FDAARGOS_786
QKH48910.1,Achromobacter_denitrificans_FDAARGOS_786
QKH51681.1,Achromobacter_denitrificans_FDAARGOS_786
QKH47988.1,Achromobacter_denitrificans_FDAARGOS_786
QKH52927.1,Achromobacter_denitrificans_FDAARGOS_786
QKQ48486.1,Achromobacter_denitrificans_FDAARGOS_787
QKQ49841.1,Achromobacter_denitrificans_FDAARGOS_787
QCS64428.1,Achromobacter_denitrificans_PheN1
ALX82248.1,Achromobacter_denitrificans_USDA-ARS-USMARC-56712
ALX86543.1,Achromobacter_denitrificans_USDA-ARS-USMARC-56712
ALX85762.1,Achromobacter_denitrificans_USDA-ARS-USMARC-56712
ALX82384.1,Achromobacter_denitrificans_USDA-ARS-USMARC-56712
AXA73251.1,Achromobacter_insolitus_AB2
AXA73156.1,Achromobacter_insolitus_AB2
AXA73532.1,Achromobacter_insolitus_AB2
AXA71532.1,Achromobacter_insolitus_AB2
APX77654.1,Achromobacter_insolitus_DSM_23807
AVG43401.1,Achromobacter_insolitus_FDAARGOS_88
VEG72281.1,Achromobacter_insolitus_NCTC13520
VEG72581.1,Achromobacter_insolitus_NCTC13520
UAN00257.1,Achromobacter_mucicolens_IA
UAN01933.1,Achromobacter_mucicolens_IA
UAN05434.1,Achromobacter_mucicolens_IA
UAN02033.1,Achromobacter_mucicolens_IA
QKH38826.1,Achromobacter_pestifer_FDAARGOS_790
QKH37161.1,Achromobacter_pestifer_FDAARGOS_790
QKH35167.1,Achromobacter_pestifer_FDAARGOS_790
UDY80368.1,Achromobacter_phage_AXY1
AJD82914.1,Achromobacter_phage_JWF
ALA45444.1,Achromobacter_phage_phiAxp-2
ALE20591.1,Achromobacter_phage_phiAxp-2
QPZ53237.1,Achromobacter_phage_vB_AchrS_AchV4
AOU91294.1,Achromobacter_ruhlandii_SCCH3:ACH_33-1365
AOU96392.1,Achromobacter_ruhlandii_SCCH3:ACH_33-1365
AOU95865.1,Achromobacter_ruhlandii_SCCH3:ACH_33-1365
UDG74573.1,Achromobacter_sp._77
UDG78599.1,Achromobacter_sp._77
AUT45988.1,Achromobacter_sp._AONIH1
AUT49793.1,Achromobacter_sp._AONIH1
AUT47015.1,Achromobacter_sp._AONIH1
AUT45103.1,Achromobacter_sp._AONIH1
AUT49562.1,Achromobacter_sp._AONIH1
AUT45883.1,Achromobacter_sp._AONIH1
AYD66244.1,Achromobacter_sp._B7
AYD62887.1,Achromobacter_sp._B7
AYD62981.1,Achromobacter_sp._B7
AYD67893.1,Achromobacter_sp._B7
SIT22818.1,Achromobacter_sp._MFA1_R4
SIT23176.1,Achromobacter_sp._MFA1_R4
SIT07008.1,Achromobacter_sp._MFA1_R4
SIT21470.1,Achromobacter_sp._MFA1_R4
SIT17556.1,Achromobacter_sp._MFA1_R4
AUA55059.1,Achromobacter_spanius_DSM_23806
AUA55883.1,Achromobacter_spanius_DSM_23806
AUA55152.1,Achromobacter_spanius_DSM_23806
AUA56879.1,Achromobacter_spanius_DSM_23806
AVJ26227.1,Achromobacter_spanius_MYb73
AVJ25897.1,Achromobacter_spanius_MYb73
AVJ26140.1,Achromobacter_spanius_MYb73
AVJ30557.1,Achromobacter_spanius_MYb73
AVJ29529.1,Achromobacter_spanius_MYb73
VEE57504.1,Achromobacter_spanius_NCTC13519
AZS77646.1,Achromobacter_spanius_UQ283
AZS77528.1,Achromobacter_spanius_UQ283
AZS81194.1,Achromobacter_spanius_UQ283
AZS82191.1,Achromobacter_spanius_UQ283
ADP14055.1,Achromobacter_xylosoxidans_A8
ADP16516.1,Achromobacter_xylosoxidans_A8
ADP18430.1,Achromobacter_xylosoxidans_A8
ADP19511.1,Achromobacter_xylosoxidans_A8
ADP13957.1,Achromobacter_xylosoxidans_A8
QEQ21542.1,Achromobacter_xylosoxidans_AX1
QEQ21441.1,Achromobacter_xylosoxidans_AX1
QEQ25070.1,Achromobacter_xylosoxidans_AX1
QEQ26517.1,Achromobacter_xylosoxidans_AX1
AIR49778.1,Achromobacter_xylosoxidans_C54
AIR54238.1,Achromobacter_xylosoxidans_C54
AMG40326.1,Achromobacter_xylosoxidans_FDAARGOS_147
AMG40326.2,Achromobacter_xylosoxidans_FDAARGOS_147
AMG39074.1,Achromobacter_xylosoxidans_FDAARGOS_147
AMG37345.1,Achromobacter_xylosoxidans_FDAARGOS_147
AMG45230.1,Achromobacter_xylosoxidans_FDAARGOS_162
AMG44429.1,Achromobacter_xylosoxidans_FDAARGOS_162
AMG44429.2,Achromobacter_xylosoxidans_FDAARGOS_162
QKQ54590.1,Achromobacter_xylosoxidans_FDAARGOS_789
QQE57472.1,Achromobacter_xylosoxidans_FDAARGOS_984
QNP83153.1,Achromobacter_xylosoxidans_GD03
QNP86447.1,Achromobacter_xylosoxidans_GD03
QNP87210.1,Achromobacter_xylosoxidans_GD03
QNP85693.1,Achromobacter_xylosoxidans_GD03
QKI76412.1,Achromobacter_xylosoxidans_GN008
AHC50291.1,Achromobacter_xylosoxidans_NBRC_15126_=_ATCC_27061
CCH06418.1,Achromobacter_xylosoxidans_NH44784-1996
CAA7602940.1,Acididesulfobacillus_acetoxydans
AWP23727.1,Acidiferrobacter_sp._SPIII_3
AWP24613.1,Acidiferrobacter_sp._SPIII_3
AWP22919.1,Acidiferrobacter_sp._SPIII_3
UEN98888.1,Acidiferrobacter_thiooxydans_ZJ
UEO00913.1,Acidiferrobacter_thiooxydans_ZJ
UEN99572.1,Acidiferrobacter_thiooxydans_ZJ
APZ41842.1,Acidihalobacter_ferrooxydans_V8
APZ42356.1,Acidihalobacter_ferrooxydans_V8
APZ44162.1,Acidihalobacter_ferrooxydans_V8
APZ44008.1,Acidihalobacter_ferrooxydans_V8
AOU99627.1,Acidihalobacter_prosperus_F5
AOU99516.1,Acidihalobacter_prosperus_F5
AOU98492.1,Acidihalobacter_prosperus_F5
AOU97513.1,Acidihalobacter_prosperus_F5
AOV17343.1,Acidihalobacter_prosperus_V6
AOV17728.1,Acidihalobacter_prosperus_V6
AOV17084.1,Acidihalobacter_prosperus_V6
AOV16610.1,Acidihalobacter_prosperus_V6
ABQ30275.1,Acidiphilium_cryptum_JF-5
ABQ31110.1,Acidiphilium_cryptum_JF-5
ABQ31848.1,Acidiphilium_cryptum_JF-5
BAJ81499.1,Acidiphilium_multivorum_AIU301
BAJ80179.1,Acidiphilium_multivorum_AIU301
BAJ82330.1,Acidiphilium_multivorum_AIU301
UNC16338.1,Acidiphilium_multivorum_JZ-6
AFV89352.1,Acidipropionibacterium_acidipropionici_ATCC_4875
AMS06448.1,Acidipropionibacterium_acidipropionici_ATCC_55737
AMS04668.1,Acidipropionibacterium_acidipropionici_ATCC_55737
VEI04101.1,Acidipropionibacterium_jensenii_NCTC13652
AXC12554.1,Acidisarcina_polymorpha_SBC82
AXC11115.1,Acidisarcina_polymorpha_SBC82
AXC10520.1,Acidisarcina_polymorpha_SBC82
AIA54741.1,Acidithiobacillus_caldus_ATCC_51756
AIA56136.1,Acidithiobacillus_caldus_ATCC_51756
AIA56557.1,Acidithiobacillus_caldus_ATCC_51756
AUW33944.1,Acidithiobacillus_caldus_MTH-04
AEK59092.1,Acidithiobacillus_caldus_SM-1
AEK56767.1,Acidithiobacillus_caldus_SM-1
AEK58707.1,Acidithiobacillus_caldus_SM-1
BBF65434.1,Acidithiobacillus_ferridurans_JCM_18981
BBF64999.1,Acidithiobacillus_ferridurans_JCM_18981
BBF65940.1,Acidithiobacillus_ferridurans_JCM_18981
UEP58785.1,Acidithiobacillus_ferriphilus_GT2
UEP59568.1,Acidithiobacillus_ferriphilus_GT2
UEP60298.1,Acidithiobacillus_ferriphilus_GT2
SMH65152.1,Acidithiobacillus_ferrivorans
SMH66924.1,Acidithiobacillus_ferrivorans
SMH67183.1,Acidithiobacillus_ferrivorans
SMH64807.1,Acidithiobacillus_ferrivorans
SMH64963.1,Acidithiobacillus_ferrivorans
AEM47945.1,Acidithiobacillus_ferrivorans_SS3
AEM46826.1,Acidithiobacillus_ferrivorans_SS3
AEM48909.1,Acidithiobacillus_ferrivorans_SS3
QQD73915.1,Acidithiobacillus_ferrivorans_XJFY6S-08
QQD74287.1,Acidithiobacillus_ferrivorans_XJFY6S-08
ACK79566.1,Acidithiobacillus_ferrooxidans_ATCC_23270
ACK78809.1,Acidithiobacillus_ferrooxidans_ATCC_23270
ACK79068.1,Acidithiobacillus_ferrooxidans_ATCC_23270
ACH82624.1,Acidithiobacillus_ferrooxidans_ATCC_53993
ACH83301.1,Acidithiobacillus_ferrooxidans_ATCC_53993
QFG78142.1,Acidithiobacillus_sp._AMD_consortium
QFG79522.1,Acidithiobacillus_sp._AMD_consortium
UTV81874.1,Acidithiobacillus_sp._YTS05
UTV81480.1,Acidithiobacillus_sp._YTS05
UTV80801.1,Acidithiobacillus_sp._YTS05
QFX95008.1,Acidithiobacillus_thiooxidans_ATCC_19377
QFX96670.1,Acidithiobacillus_thiooxidans_ATCC_19377
QFX94816.1,Acidithiobacillus_thiooxidans_ATCC_19377
QFX95991.1,Acidithiobacillus_thiooxidans_ATCC_19377
QFX96164.1,Acidithiobacillus_thiooxidans_ATCC_19377
AMY08142.1,Acidobacteria_bacterium_DSM_100886
AMY09614.1,Acidobacteria_bacterium_DSM_100886
AMY08989.1,Acidobacteria_bacterium_DSM_100886
AMY11159.1,Acidobacteria_bacterium_DSM_100886
AMY10238.1,Acidobacteria_bacterium_DSM_100886
AMY10234.1,Acidobacteria_bacterium_DSM_100886
AMY07632.1,Acidobacteria_bacterium_DSM_100886
AMY09838.1,Acidobacteria_bacterium_DSM_100886
ANM32208.1,Acidobacteria_bacterium_Mor1
ACO32372.1,Acidobacterium_capsulatum_ATCC_51196
ACO34132.1,Acidobacterium_capsulatum_ATCC_51196
ABK52929.1,Acidothermus_cellulolyticus_11B
QKV51740.1,Acidovorax_antarcticus_16-35-5
QKV53901.1,Acidovorax_antarcticus_16-35-5
QKV53712.1,Acidovorax_antarcticus_16-35-5
QKV53768.1,Acidovorax_antarcticus_16-35-5
AVS62349.1,Acidovorax_avenae_subsp._avenae_AA78_5
AVS63366.1,Acidovorax_avenae_subsp._avenae_AA78_5
AVS64009.1,Acidovorax_avenae_subsp._avenae_AA78_5
AVS62133.1,Acidovorax_avenae_subsp._avenae_AA78_5
AVS67290.1,Acidovorax_avenae_subsp._avenae_AA81_1
AVS64869.1,Acidovorax_avenae_subsp._avenae_AA81_1
AVS68459.1,Acidovorax_avenae_subsp._avenae_AA81_1
AVS65908.1,Acidovorax_avenae_subsp._avenae_AA81_1
AVS69989.1,Acidovorax_avenae_subsp._avenae_AA99_2
AVS78037.1,Acidovorax_avenae_subsp._avenae_COLB1
AVS77387.1,Acidovorax_avenae_subsp._avenae_COLB1
AVS77947.1,Acidovorax_avenae_subsp._avenae_COLB1
AVS81433.1,Acidovorax_avenae_subsp._avenae_INDB2
AVS82536.1,Acidovorax_avenae_subsp._avenae_INDB2
AVS80608.1,Acidovorax_avenae_subsp._avenae_INDB2
AVS85211.1,Acidovorax_avenae_subsp._avenae_INV
AVS86062.1,Acidovorax_avenae_subsp._avenae_INV
AVS84359.1,Acidovorax_avenae_subsp._avenae_INV
AVS89743.1,Acidovorax_avenae_subsp._avenae_KL3
AVS91769.1,Acidovorax_avenae_subsp._avenae_MD5
AVS93490.1,Acidovorax_avenae_subsp._avenae_MD5
AVS95373.1,Acidovorax_avenae_subsp._avenae_MDB1
AVT05505.1,Acidovorax_avenae_subsp._avenae_QH1
AVT12317.1,Acidovorax_avenae_subsp._avenae_Sa2
ART53683.1,Acidovorax_carolinensis_NA3
ART53411.1,Acidovorax_carolinensis_NA3
ART52383.1,Acidovorax_carolinensis_NA3
ART50746.1,Acidovorax_carolinensis_NA3
ART52329.1,Acidovorax_carolinensis_NA3
AVS75710.1,Acidovorax_cattleyae_CAT98_1
AVS74343.1,Acidovorax_cattleyae_CAT98_1
AVS73031.1,Acidovorax_cattleyae_CAT98_1
AVS74543.1,Acidovorax_cattleyae_CAT98_1
AVS73657.1,Acidovorax_cattleyae_CAT98_1
AAW81026.1,Acidovorax_citrulli
ABM31932.1,Acidovorax_citrulli_AAC00-1
ABM33222.1,Acidovorax_citrulli_AAC00-1
ABM33295.1,Acidovorax_citrulli_AAC00-1
ABM33558.1,Acidovorax_citrulli_AAC00-1
ABM34743.1,Acidovorax_citrulli_AAC00-1
UEG45868.1,Acidovorax_citrulli_HPP21-3-3B
UEG48431.1,Acidovorax_citrulli_HPP21-3-3B
UMT88663.1,Acidovorax_citrulli_NWB_SC107
UOB05232.1,Acidovorax_ebreus_LS1
UOB04541.1,Acidovorax_ebreus_LS1
UOB06752.1,Acidovorax_ebreus_LS1
UOB07205.1,Acidovorax_ebreus_LS1
ACM32005.1,Acidovorax_ebreus_TPSY
ACM32407.1,Acidovorax_ebreus_TPSY
ACM33432.1,Acidovorax_ebreus_TPSY
ACM33499.1,Acidovorax_ebreus_TPSY
QNP59678.1,Acidovorax_monticola_KACC_19171
QNP60938.1,Acidovorax_monticola_KACC_19171
QNP60823.1,Acidovorax_monticola_KACC_19171
QNP61414.1,Acidovorax_monticola_KACC_19171
QNP58825.1,Acidovorax_monticola_KACC_19171
UCU99801.1,Acidovorax_radicis_79
UCV00805.1,Acidovorax_radicis_79
UCU97751.1,Acidovorax_radicis_79
AYM97801.1,Acidovorax_sp._1608163
AYM95784.1,Acidovorax_sp._1608163
AYM95622.1,Acidovorax_sp._1608163
AYM95730.1,Acidovorax_sp._1608163
AYM98920.1,Acidovorax_sp._1608163
QIL43744.1,Acidovorax_sp._HDW3
QIL43513.1,Acidovorax_sp._HDW3
QIL43049.1,Acidovorax_sp._HDW3
QLA82767.1,Acidovorax_sp._JMULE5
QLA82822.1,Acidovorax_sp._JMULE5
QLA80715.1,Acidovorax_sp._JMULE5
QLA80562.1,Acidovorax_sp._JMULE5
QLA80499.1,Acidovorax_sp._JMULE5
QLA82297.1,Acidovorax_sp._JMULE5
ABM40759.1,Acidovorax_sp._JS42
ABM41930.1,Acidovorax_sp._JS42
ABM41852.1,Acidovorax_sp._JS42
AFU45578.1,Acidovorax_sp._KKS102
AFU47910.1,Acidovorax_sp._KKS102
AFU45312.1,Acidovorax_sp._KKS102
AFU45512.1,Acidovorax_sp._KKS102
ART48859.1,Acidovorax_sp._NA2
ART49920.1,Acidovorax_sp._NA2
ART50185.1,Acidovorax_sp._NA2
ART47122.1,Acidovorax_sp._NA2
ART54615.1,Acidovorax_sp._P3
ART60650.1,Acidovorax_sp._P4
AOG21579.1,Acidovorax_sp._RAC01
AOG23200.1,Acidovorax_sp._RAC01
AOG24093.1,Acidovorax_sp._RAC01
AOG21451.1,Acidovorax_sp._RAC01
AOG21394.1,Acidovorax_sp._RAC01
UJB64403.1,Acidovorax_sp._YS12
UJB64250.1,Acidovorax_sp._YS12
UJB66501.1,Acidovorax_sp._YS12
UJB64275.1,Acidovorax_sp._YS12
AAQ28529.1,Acinetobacter_baumannii
AAQ28751.1,Acinetobacter_baumannii
AAQ27322.1,Acinetobacter_baumannii
AAQ28541.1,Acinetobacter_baumannii
AXX47351.1,Acinetobacter_baumannii_10042
AXX44722.1,Acinetobacter_baumannii_10324
AXX44719.1,Acinetobacter_baumannii_10324
AXX46623.1,Acinetobacter_baumannii_10324
AXX46411.1,Acinetobacter_baumannii_10324
ATD18748.1,Acinetobacter_baumannii_11510
ATD20986.1,Acinetobacter_baumannii_11510
ATD20265.1,Acinetobacter_baumannii_11510
QAS45970.1,Acinetobacter_baumannii_11A1213CRGN008
QAS47588.1,Acinetobacter_baumannii_11A1213CRGN008
QDE15893.1,Acinetobacter_baumannii_11W359501
ARF94017.1,Acinetobacter_baumannii_15A5
ADX04253.1,Acinetobacter_baumannii_1656-2
ADX04589.1,Acinetobacter_baumannii_1656-2
AZB88802.1,Acinetobacter_baumannii_2008S11-069
SBS22759.1,Acinetobacter_baumannii_3027STDY5784958
SBS20594.1,Acinetobacter_baumannii_3027STDY5784958
ANC38203.1,Acinetobacter_baumannii_3207
ANC35214.1,Acinetobacter_baumannii_3207
QFV03038.1,Acinetobacter_baumannii_5457
AJB68985.1,Acinetobacter_baumannii_6200
AJB68988.1,Acinetobacter_baumannii_6200
QFX73279.1,Acinetobacter_baumannii_6507
QFX70374.1,Acinetobacter_baumannii_6507
AXX40801.1,Acinetobacter_baumannii_9201
AXX39897.1,Acinetobacter_baumannii_9201
QNT87635.1,Acinetobacter_baumannii_A118
QNT90172.1,Acinetobacter_baumannii_A118
ATI39541.1,Acinetobacter_baumannii_A1296
ATI38298.1,Acinetobacter_baumannii_A1296
QLB35712.1,Acinetobacter_baumannii_A1429
QLB37300.1,Acinetobacter_baumannii_A1429
QLB37464.1,Acinetobacter_baumannii_A1429
QLB34895.1,Acinetobacter_baumannii_A1429
ATP86066.1,Acinetobacter_baumannii_A388
ATP86570.1,Acinetobacter_baumannii_A388
ASF78331.1,Acinetobacter_baumannii_A85
QJF35691.1,Acinetobacter_baumannii_Ab-B004d-c
QJF39906.1,Acinetobacter_baumannii_Ab-C63
QJF39965.1,Acinetobacter_baumannii_Ab-C63
AIL77985.1,Acinetobacter_baumannii_AB030
AIL81190.1,Acinetobacter_baumannii_AB030
AIL78174.1,Acinetobacter_baumannii_AB030
AIL78519.1,Acinetobacter_baumannii_AB030
AIL78607.1,Acinetobacter_baumannii_AB030
AIL77030.1,Acinetobacter_baumannii_AB031
AIL75970.1,Acinetobacter_baumannii_AB031
QBM39156.1,Acinetobacter_baumannii_AB046
QBM40369.1,Acinetobacter_baumannii_AB047
QID22089.1,Acinetobacter_baumannii_AB17
ACJ59277.1,Acinetobacter_baumannii_AB307-0294
ARN31646.1,Acinetobacter_baumannii_ab736
QHB89710.1,Acinetobacter_baumannii_AbCAN2
QHB89521.1,Acinetobacter_baumannii_AbCAN2
QJP39516.1,Acinetobacter_baumannii_ABF9692
QJP36815.1,Acinetobacter_baumannii_ABF9692
AIS05581.1,Acinetobacter_baumannii_AbH12O-A2
AUT36876.1,Acinetobacter_baumannii_ABNIH28
ATR86911.1,Acinetobacter_baumannii_AbPK1
QAT04977.1,Acinetobacter_baumannii_ABUH763
QAT02198.1,Acinetobacter_baumannii_ABUH773
ACC56372.1,Acinetobacter_baumannii_ACICU
QBY88734.1,Acinetobacter_baumannii_ACN21
APJ18708.1,Acinetobacter_baumannii_AF-401
APJ20235.1,Acinetobacter_baumannii_AF-401
APJ19117.1,Acinetobacter_baumannii_AF-401
APJ19721.1,Acinetobacter_baumannii_AF-401
APJ18366.1,Acinetobacter_baumannii_AF-401
AVI37378.1,Acinetobacter_baumannii_AR_0052
AVI35357.1,Acinetobacter_baumannii_AR_0052
AVI36567.1,Acinetobacter_baumannii_AR_0052
AVI35991.1,Acinetobacter_baumannii_AR_0052
AVI36320.1,Acinetobacter_baumannii_AR_0052
AVI37187.1,Acinetobacter_baumannii_AR_0052
AVN04379.1,Acinetobacter_baumannii_AR_0056
AVE47509.1,Acinetobacter_baumannii_AR_0056
AVE45962.1,Acinetobacter_baumannii_AR_0056
AVE54420.1,Acinetobacter_baumannii_AR_0063
AVN27503.1,Acinetobacter_baumannii_AR_0083
AVO89395.1,Acinetobacter_baumannii_AR_0101
AVO91316.1,Acinetobacter_baumannii_AR_0101
ABO11487.1,Acinetobacter_baumannii_ATCC_17978
ABO13070.1,Acinetobacter_baumannii_ATCC_17978
QDQ58148.1,Acinetobacter_baumannii_ATCC_17978
QFQ04889.1,Acinetobacter_baumannii_ATCC_19606
QEE58110.1,Acinetobacter_baumannii_ATCC_BAA-1790
ATU22582.1,Acinetobacter_baumannii_AYP-A2
KMV03168.1,Acinetobacter_baumannii_B11911
KMV24777.1,Acinetobacter_baumannii_B8300
KMV06729.1,Acinetobacter_baumannii_B8342
KMV08364.1,Acinetobacter_baumannii_B8342
AGQ13619.1,Acinetobacter_baumannii_BJAB07104
AGQ07678.1,Acinetobacter_baumannii_BJAB0715
QEY05278.1,Acinetobacter_baumannii_CAM180-1
