Protein Name	EC#	Reference	Organism	GenBank	Uniprot	PDB/3D	Taxonomy	Nrow_before_sepGenbank	FamilyName
exochitinase (BC3725)	3.2.1.14	pubmed	Bacillus cereus ATCC 14579	AAP10651.1	A0A5B7VMB4Q81A65		Bacteria	100	GH18
exochitinase (BC3725)	3.2.1.14	pubmed	Bacillus cereus ATCC 14579	NP_833450.1	A0A5B7VMB4Q81A65		Bacteria	100	GH18
chitinase B (ChiB)	3.2.1.14	pubmed	Bacillus cereus CH	BAB16891.1	Q9FAC8		Bacteria	100	GH18
chitinase A (ChiA)	3.2.1.14	pubmed	Bacillus cereus CH	BAB16890.1	Q9FAC9		Bacteria	100	GH18
cortical lytic enzyme / N-acetylglucosaminidase (CFLE;SleL)	3.2.1.-	pubmed	Bacillus cereus IFO13579	BAA92376.1	Q9K3E4		Bacteria	100	GH18
chitinase (ChiNCTU2)	3.2.1.14	pubmed	Bacillus cereus NCTU2 / 42	ACY39278.1	D0VV09	3N11[A]3N12[A]3N13[A]3N15[A]3N17[A]3N18[A]3N1A[A]	Bacteria	100	GH18
chitinase (ChiL)	3.2.1.14	pubmed	Bacillus cf. pumilus SG2	ABF50676.1	Q0MRC2Q1HFN7		Bacteria	100	GH18
chitinase (ChiL)	3.2.1.14	pubmed	Bacillus cf. pumilus SG2	ABI15083.1	Q0MRC2Q1HFN7		Bacteria	100	GH18
bifunctional chitinase / lysozyme (ChiS)	3.2.1.143.2.1.17	pubmed	Bacillus cf. pumilus SG2	ABI15082.1	Q0MRC3Q2I0I7		Bacteria	100	GH18
bifunctional chitinase / lysozyme (ChiS)	3.2.1.143.2.1.17	pubmed	Bacillus cf. pumilus SG2	ABC86581.1	Q0MRC3Q2I0I7		Bacteria	100	GH18
chitinase 1 (Chi;Chi1;YvbX;BliCHI;BLi00338;BL01685)	3.2.1.14	doi	Bacillus licheniformis DSM 13 = ATCC 14580	AAU21943.2	A5A699D0EW66Q65NR8		Bacteria	100	GH18
chitinase 1 (Chi;Chi1;YvbX;BliCHI;BLi00338;BL01685)	3.2.1.14	doi	Bacillus licheniformis DSM 13 = ATCC 14580	AAU21943.1	A5A699D0EW66Q65NR8		Bacteria	100	GH18
chitinase 1 (Chi;Chi1;YvbX;BliCHI;BLi00338;BL01685)	3.2.1.14	doi	Bacillus licheniformis DSM 13 = ATCC 14580	AAU39296.1	A5A699D0EW66Q65NR8		Bacteria	100	GH18
chitinase 1 (Chi;Chi1;YvbX;BliCHI;BLi00338;BL01685)	3.2.1.14	doi	Bacillus licheniformis DSM 13 = ATCC 14580	ACR87900.1	A5A699D0EW66Q65NR8		Bacteria	100	GH18
chitinase 1 (Chi;Chi1;YvbX;BliCHI;BLi00338;BL01685)	3.2.1.14	doi	Bacillus licheniformis DSM 13 = ATCC 14580	ACW83016.1	A5A699D0EW66Q65NR8		Bacteria	100	GH18
chitinase 1 (Chi;Chi1;YvbX;BliCHI;BLi00338;BL01685)	3.2.1.14	doi	Bacillus licheniformis DSM 13 = ATCC 14580	CAF05579.1	A5A699D0EW66Q65NR8		Bacteria	100	GH18
chitinase 1 (Chi;Chi1;YvbX;BliCHI;BLi00338;BL01685)	3.2.1.14	doi	Bacillus licheniformis DSM 13 = ATCC 14580	CAV28467.1	A5A699D0EW66Q65NR8		Bacteria	100	GH18
chitinase (ChiA)	3.2.1.14	pubmed	Bacillus licheniformis DSM 8785	ACK44109.1	B7UB89		Bacteria	100	GH18
chitinase A-BL3 (ChiA;ChiA-BL3)	3.2.1.14	pubmed	Bacillus licheniformis MS-3	ACI24006.1	B6DXA5		Bacteria	100	GH18
chitinase (ChiMY;ChiB)	3.2.1.14	pubmed	Bacillus licheniformis MY75	ACF40833.1	B5A7P1		Bacteria	100	GH18
chitinase	3.2.1.14	doi	Bacillus licheniformis N1	ACU43581.1	C8CAY2		Bacteria	100	GH18
chitinase B (ChiB;Chi72;Chi66;Chi58)	3.2.1.14	pubmedpubmed	Bacillus licheniformis SK-1	ABJ74158.1	Q1EM71		Bacteria	100	GH18
chitinase (ChiL;ChiLm)	3.2.1.14	pubmed	Bacillus sp. AV2-9	AFK64770.1	I3UID2		Bacteria	100	GH18
chitinase (Chisb;Chi) (chitobiose-producing)	3.2.1.132	pubmed	Bacillus sp. DAU101	ABC66095.1	A0EQW8		Bacteria	100	GH18
chitinase (Chi-1;SCChi-1)	3.2.1.14	pubmed	Bacillus sp. SC081 / Bacillus atrophaeus SC081	ADJ56636.1	D8V3F2		Bacteria	100	GH18
chitinase (Chi113)	3.2.1.14	pubmed	Bacillus subtilis AP113	ABG57262.1	Q0Q2G5		Bacteria	100	GH18
chitinase (Chi) (Chi18)	3.2.1.14	pubmed	Bacillus subtilis CHU26	AAC23715.1	O85500		Bacteria	100	GH18
chitinase	3.2.1.14	pubmed	Bacillus thuringiensis 97243-1	ACA34287.1	B1PBV0		Bacteria	100	GH18
chitinase (ChiA74;Chi)	3.2.1.14	pubmed	Bacillus thuringiensis LBIT-82	AAL17867.1	A0A243G6Q6A4GT76Q8RSX8Q93AD3	6BT9[A,B]	Bacteria	100	GH18
chitinase (ChiA74;Chi)	3.2.1.14	pubmed	Bacillus thuringiensis LBIT-82	AAL71886.2	A0A243G6Q6A4GT76Q8RSX8Q93AD3	6BT9[A,B]	Bacteria	100	GH18
chitinase (ChiA74;Chi)	3.2.1.14	pubmed	Bacillus thuringiensis LBIT-82	ABO21095.1	A0A243G6Q6A4GT76Q8RSX8Q93AD3	6BT9[A,B]	Bacteria	100	GH18
chitinase B (ChiB)	3.2.1.14	pubmed	Bacillus thuringiensis serovar colmeri 15A3	ABF57674.1	Q1G154		Bacteria	100	GH18
chitinase A (ChiA)	3.2.1.14	doi	Bacillus thuringiensis serovar colmeri 15A3	ABM05818.1	A1YLR3		Bacteria	100	GH18
chitinase (Schi;Kchi)	3.2.1.14	doi	Bacillus thuringiensis serovar kurstaki	AAO34713.1	Q84FN2		Bacteria	100	GH18
chitinase (Chi;BtCHI) (partial)	3.2.1.14	pubmed	Bacillus thuringiensis serovar kurstaki	ACW83014.1	D0EW64		Bacteria	100	GH18
chitobiosidase / exochitinase (Chi255)	3.2.1.143.2.1.200	pubmedpubmed	Bacillus thuringiensis serovar kurstaki BUPM255	CAG25670.1	Q3MTV5		Bacteria	100	GH18
chitinase (ChiA;ChiA-HD73)	3.2.1.14	pubmed	Bacillus thuringiensis serovar kurstaki HD-73	ABQ65137.2	A5YRG4		Bacteria	100	GH18
chitinase (Chi9602;Chi)	3.2.1.14	pubmed	Bacillus thuringiensis serovar tenebrionis 9602	AHA95666.1	V5NZX0		Bacteria	100	GH18
chitinase (Chi)	3.2.1.14	pubmed	Bacillus thuringiensis SUBSP. PAKISTANI	AAB58579.1	O07088		Bacteria	100	GH18
mannosyl-glycoprotein endo-β-N-acetylglucosaminidase (BT1044)	3.2.1.96	pubmed	Bacteroides thetaiotaomicron VPI-5482	AAO76151.1	A0A0P0FQI4Q8A8X3	6Q64[A]	Bacteria	100	GH18
mannosyl-glycoprotein endo-β-N-acetylglucosaminidase (BT1044)	3.2.1.96	pubmed	Bacteroides thetaiotaomicron VPI-5482	NP_809957.1	A0A0P0FQI4Q8A8X3	6Q64[A]	Bacteria	100	GH18
endo-β-N-acetylglucosaminidase (BT3987;BT_3987)	3.2.1.96	pubmedpubmed	Bacteroides thetaiotaomicron VPI-5482	AAO79092.1	Q8A0N4	3POH[A]6T8I[A]6T8K[A,B]6T8L[A]6TCV[B]6TCW[A]7NWF[A]	Bacteria	100	GH18
endo-β-N-acetylglucosaminidase (BT3987;BT_3987)	3.2.1.96	pubmedpubmed	Bacteroides thetaiotaomicron VPI-5482	NP_812898.1	Q8A0N4	3POH[A]6T8I[A]6T8K[A,B]6T8L[A]6TCV[B]6TCW[A]7NWF[A]	Bacteria	100	GH18
endo-β-N-acetylglucosaminidase (EndoBI-2;BLIF_1310)	3.2.1.96	pubmed	Bifidobacterium longum subsp. infantis 157F	BAJ71450.1	E8MUK6		Bacteria	100	GH18
endoglycosidase (EndoBI-1; Blon_2468)	3.2.1.96	pubmed	Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088	ACJ53522.1	B7GPC7		Bacteria	100	GH18
chitinase (ChiA)	3.2.1.14	pubmed	Brevibacillus laterosporus M64	AKN21157.1	A0A0H3YJ45		Bacteria	100	GH18
chitinase (ChiC)	3.2.1.14	pubmed	Brevibacillus laterosporus M9	AKN79540.1	A0A0H4CS66		Bacteria	100	GH18
chitinase 72A (Chi72A)	3.2.1.14		Brevibacillus sp. CDY64	AKN79541.1			Bacteria	100	GH18
chitinase A (ChiA)	3.2.1.14	pubmed	Cellulomonas uda ATCC 21399	AAG27061.2	Q9EY44		Bacteria	100	GH18
chitinase 18A (CjChi18A; CJA_1182) (Chi18A)	3.2.1.14	pubmed	Cellvibrio japonicus Ueda107	ACE83143.1	B3PBW8		Bacteria	100	GH18
chitinase 18B (CjChi18B; CJA_0988) (Chi18B)	3.2.1.14	pubmed	Cellvibrio japonicus Ueda107	ACE84354.1	B3PB16		Bacteria	100	GH18
chitinase 18C (CjChi18C; CJA_2993) (Chi18C)	3.2.1.14	pubmed	Cellvibrio japonicus Ueda107	ACE85832.1	B3PCT3		Bacteria	100	GH18
chitinase 18D (CjChi18D; CJA_2611) (Chi18D)	3.2.1.14	pubmed	Cellvibrio japonicus Ueda107	ACE85899.1	B3PLJ1		Bacteria	100	GH18
chitinase C (ChiC)	3.2.1.14	pubmed	Chitiniphilus shinanonensis SAY3	BAK53887.1	F8WSQ0		Bacteria	100	GH18
chitinase E (ChiE)	3.2.1.14	pubmed	Chitiniphilus shinanonensis SAY3	BAK53889.1	F8WSQ2		Bacteria	100	GH18
chitinase G (ChiG)	3.2.1.14	pubmed	Chitiniphilus shinanonensis SAY3	BAK53891.1	F8WSQ4		Bacteria	100	GH18
chitinase (ChiL)	3.2.1.14	pubmed	Chitiniphilus shinanonensis SAY3	BAK53954.1	F8WSX2	6KST[A,B]6KXL[A,B]6KXM[A,B]6KXN[A,B]	Bacteria	100	GH18
chitinase (Chi54)	3.2.1.14	pubmed	Chromobacterium sp. C-61	AAP88583.1	Q5MYT4		Bacteria	100	GH18
chitinase (Chi45;CvChi45;CV2935)	3.2.1.14	pubmed	Chromobacterium violaceum ATCC 12472	AAQ60603.1	Q7NTW8	4TX8[A]	Bacteria	100	GH18
chitinase (Chi45;CvChi45;CV2935)	3.2.1.14	pubmed	Chromobacterium violaceum ATCC 12472	NP_902605.1	Q7NTW8	4TX8[A]	Bacteria	100	GH18
exo-chitinase X (CHI-X)	3.2.1.14	pubmed	Citrobacter freundii P	AGD94964.2	L7YAM9		Bacteria	100	GH18
exo-chitinase X (CHI-X)	3.2.1.14	pubmed	Citrobacter freundii P	AGD94964.1	L7YAM9		Bacteria	100	GH18
chitinase A (ChiA) (Chi18A)	3.2.1.14	pubmed	Clostridium paraputrificum M-21	BAA34922.1	Q9ZNL0		Bacteria	100	GH18
chitinase B (ChiB) (Chi18B)	3.2.1.14	pubmed	Clostridium paraputrificum M-21	BAA23796.1	O50076		Bacteria	100	GH18
chitinase C (ChiC) (Chi18C)	3.2.1.14	pubmed	Clostridium paraputrificum M-21	BAD12045.1	Q75ZW9		Bacteria	100	GH18
chitinase C (ChiC) (Chi18C)	3.2.1.14	pubmed	Clostridium paraputrificum M-21	BAD29950.1	Q75ZW9		Bacteria	100	GH18
chitinase (ChiD ; CcChi1; COCOR_06744)	3.2.1.14	pubmed	Corallococcus coralloides DSM 2259	AFE08343.1	H8MZA8		Bacteria	100	GH18
endo-N-acetylglucosaminidase F1 (EndoF1;Endo F1)	3.2.1.96	pubmed	Elizabethkingia meningoseptica ATCC 33958	AAA24922.1	P36911	2EBN[A]	Bacteria	100	GH18
endo-N-acetylglucosaminidase F2 (EndoF2;Endo F2)	3.2.1.96	pubmedpubmed	Elizabethkingia meningoseptica ATCC 33958	AAA24923.1	P36912		Bacteria	100	GH18
endo-N-acetylglucosaminidase F3 (EndoF3;Endo F3)	3.2.1.96	pubmedpubmed	Elizabethkingia meningoseptica ATCC 33958	AAA24924.1	P36913	1EOK[A]1EOM[A]	Bacteria	100	GH18
chitinase A (ChiA)	3.2.1.201	doi	Enterobacter sp. G-1	AAB97779.1	O54328		Bacteria	100	GH18
endoglycosidase (EndoE;NdoE)	3.2.1.96	pubmed	Enterococcus faecalis HER1044	AAR20477.1	Q6U890	7PUJ[A]7PUK[A,B]	Bacteria	100	GH18
bifunctional endo-β-N-acetylglucosaminidase / exo-β-N-acetylglucosaminidase (EndoE;OG1RF_10107)	3.2.1.96	pubmed	Enterococcus faecalis OG1RF	AEA92794.1			Bacteria	100	GH18
bifunctional endo-β-N-acetylglucosaminidase / exo-β-N-acetylglucosaminidase (EndoE;OG1RF_10107)	3.2.1.96	pubmed	Enterococcus faecalis OG1RF	AZV32936.1			Bacteria	100	GH18
endo-N-glycosidase (EndoE;EF0114)	3.2.1.523.2.1.96	pubmedpubmed	Enterococcus faecalis V583	AAO79989.1	Q839P8		Bacteria	100	GH18
endo-N-glycosidase (EndoE;EF0114)	3.2.1.523.2.1.96	pubmedpubmed	Enterococcus faecalis V583	AAR59795.1	Q839P8		Bacteria	100	GH18
endo-N-glycosidase (EndoE;EF0114)	3.2.1.523.2.1.96	pubmedpubmed	Enterococcus faecalis V583	NP_813917.1	Q839P8		Bacteria	100	GH18
chtinase (EfChi18A;EF0361) (Chi18A)	3.2.1.14	pubmed	Enterococcus faecalis V583	AAO80224.1	Q838S2		Bacteria	100	GH18
chtinase (EfChi18A;EF0361) (Chi18A)	3.2.1.14	pubmed	Enterococcus faecalis V583	NP_814153.1	Q838S2		Bacteria	100	GH18
endo-β-N-acetylglucosaminidase (EfEndo18A;EF2863) (Endo18A)	3.2.1.96	pubmed	Enterococcus faecalis V583	AAO82555.1	Q830C5		Bacteria	100	GH18
endo-β-N-acetylglucosaminidase (EfEndo18A;EF2863) (Endo18A)	3.2.1.96	pubmed	Enterococcus faecalis V583	NP_816485.1	Q830C5		Bacteria	100	GH18
endochitinase (ChiA;YheB;b3338)	3.2.1.14	pubmed	Escherichia coli str. K-12 substr. MG1655	AAC76363.1	P13656		Bacteria	100	GH18
endochitinase (ChiA;YheB;b3338)	3.2.1.14	pubmed	Escherichia coli str. K-12 substr. MG1655	AAA58135.1	P13656		Bacteria	100	GH18
endochitinase (ChiA;YheB;b3338)	3.2.1.14	pubmed	Escherichia coli str. K-12 substr. MG1655	AIZ89659.1	P13656		Bacteria	100	GH18
endochitinase (ChiA;YheB;b3338)	3.2.1.14	pubmed	Escherichia coli str. K-12 substr. MG1655	ALI38980.1	P13656		Bacteria	100	GH18
endochitinase (ChiA;YheB;b3338)	3.2.1.14	pubmed	Escherichia coli str. K-12 substr. MG1655	AMC96225.1	P13656		Bacteria	100	GH18
endochitinase (ChiA;YheB;b3338)	3.2.1.14	pubmed	Escherichia coli str. K-12 substr. MG1655	AUG18042.1	P13656		Bacteria	100	GH18
endochitinase (ChiA;YheB;b3338)	3.2.1.14	pubmed	Escherichia coli str. K-12 substr. MG1655	AVI53496.1	P13656		Bacteria	100	GH18
endochitinase (ChiA;YheB;b3338)	3.2.1.14	pubmed	Escherichia coli str. K-12 substr. MG1655	AYG17720.1	P13656		Bacteria	100	GH18
endochitinase (ChiA;YheB;b3338)	3.2.1.14	pubmed	Escherichia coli str. K-12 substr. MG1655	NP_417797.1	P13656		Bacteria	100	GH18
chitinase	3.2.1.14	doi	Ewingella americana PI98	CAA62151.1	Q27SX4Q59341		Bacteria	100	GH18
chitinase	3.2.1.14	doi	Ewingella americana PI98	ABD47744.1	Q27SX4Q59341		Bacteria	100	GH18
chitinase (ChiA;Fjoh_4555)	3.2.1.14	pubmedpubmed	Flavobacterium johnsoniae UW101	ABQ07554.1	A5FB63		Bacteria	100	GH18
chitinase (ChiA;Fjoh_4555)	3.2.1.14	pubmedpubmed	Flavobacterium johnsoniae UW101	ABQ07554.1	A5FB63		Bacteria	100	GH18
chitinase (FjChiB;Fjoh_4560)	3.2.1.14	pubmed	Flavobacterium johnsoniae UW101	ABQ07559.1	A5FB54	6XYZ[A]	Bacteria	100	GH18
endo-β-N-acetylglucosaminidase (Endo-Fsp)	3.2.1.96	pubmed	Flavobacterium sp. SK1022	BAB20938.1	P80036Q9F1K1		Bacteria	100	GH18
endo-β-N-acetylglucosaminidase (Endo-Fsp)	3.2.1.96	pubmed	Flavobacterium sp. SK1022	AAB20312.1	P80036Q9F1K1		Bacteria	100	GH18
FTH_0088 (ChiB)	3.2.1.14	pubmed	Francisella tularensis subsp. holarctica OSU18	ABI82135.1			Bacteria	100	GH18
FTH_1471 (ChiA)	3.2.1.14	pubmed	Francisella tularensis subsp. holarctica OSU18	ABI83277.1			Bacteria	100	GH18
FTH_1579 (ChiC)	3.2.1.14	pubmed	Francisella tularensis subsp. holarctica OSU18	ABI83369.1			Bacteria	100	GH18
chitinase A (ChiA;FTN_0627)	3.2.1.14	pubmed	Francisella tularensis subsp. novicida U112	ABB76136.1	A0Q5K5Q09WI8		Bacteria	100	GH18
chitinase A (ChiA;FTN_0627)	3.2.1.14	pubmed	Francisella tularensis subsp. novicida U112	ABK89520.1	A0Q5K5Q09WI8		Bacteria	100	GH18
chitinase A (ChiA;FTN_0627)	3.2.1.14	pubmed	Francisella tularensis subsp. novicida U112	AJI60891.1	A0Q5K5Q09WI8		Bacteria	100	GH18
chitinase B (ChiB;FTN_1744)	3.2.1.14	pubmed	Francisella tularensis subsp. novicida U112	ABB76137.1	A0Q8N1Q09WI7		Bacteria	100	GH18
chitinase B (ChiB;FTN_1744)	3.2.1.14	pubmed	Francisella tularensis subsp. novicida U112	ABK90596.1	A0Q8N1Q09WI7		Bacteria	100	GH18
chitinase B (ChiB;FTN_1744)	3.2.1.14	pubmed	Francisella tularensis subsp. novicida U112	AJI60276.1	A0Q8N1Q09WI7		Bacteria	100	GH18
FTT_1768c / FTT1768c (ChiB)	3.2.1.14	pubmed	Francisella tularensis subsp. tularensis SCHU S4	CAG46401.1			Bacteria	100	GH18
FTT_0715 / FTT0715 (ChiA)	3.2.1.14	pubmed	Francisella tularensis subsp. tularensis SCHU S4	CAG45348.1			Bacteria	100	GH18
FTW_0313 (ChiC)	3.2.1.14	pubmed	Francisella tularensis subsp. tularensis WY96-3418	ABO46262.1			Bacteria	100	GH18
chitinase (ChiA;ChiABhp;ChiJ;BH0916)	3.2.1.14	doi	Halalkalibacterium halodurans C-125	BAB04635.1	Q9KED7		Bacteria	100	GH18
chitinase (ChiA;ChiABhp;ChiJ;BH0916)	3.2.1.14	doi	Halalkalibacterium halodurans C-125	NP_241782.1	Q9KED7		Bacteria	100	GH18
chitinase A (ChiA)	3.2.1.14	pubmed	Isoptericola jiangsuensis CLG	ADD17350.1	D3YGV2		Bacteria	100	GH18
chitinase B (ChiB)	3.2.1.14	pubmed	Isoptericola jiangsuensis CLG	ADD17351.1	D3YGV3		Bacteria	100	GH18
chitinase (Chi69;Chi04)	3.2.1.14	pubmed	Janthinobacterium lividum	AAA83223.1	Q48373Q6QWH4		Bacteria	100	GH18
chitinase (Chi69;Chi04)	3.2.1.14	pubmed	Janthinobacterium lividum	AAS19502.1	Q48373Q6QWH4		Bacteria	100	GH18
chitinase (Chi69;Chi04)	3.2.1.14	pubmed	Janthinobacterium lividum	BAF02560.1	Q48373Q6QWH4		Bacteria	100	GH18
chitinase (ChiA)	3.2.1.14	pubmed	Kitasatospora aureofaciens CMUAC130	BAC66179.1	Q845S2		Bacteria	100	GH18
chitinase (ChiSH1)	3.2.1.14	doi	Kurthia zopfii KI2-119	BAA09831.1	Q48494		Bacteria	100	GH18
surfactant-activated chitinase (ChiA;LpChiA)	3.2.1.14	pubmed	Laceyella putida JAM-FM3001	BAO37115.1	W0T116		Bacteria	100	GH18
exo-chitinase (Cphy_1799;Cphy1799)	3.2.1.-	pubmed	Lachnoclostridium phytofermentans ISDg	ABX42168.1	A9KSD6		Bacteria	100	GH18
endo-chitinase (Cphy_1800;Cphy1800)	3.2.1.14	pubmed	Lachnoclostridium phytofermentans ISDg	ABX42169.1	A9KSD7		Bacteria	100	GH18
chitinase (ChiA;L9964) (Chi18A)	3.2.1.14	pubmed	Lactococcus lactis subsp. lactis Il1403	AAK06048.1	Q9CE95	3IAN[A]	Bacteria	100	GH18
