Protein Name	EC#	Reference	Organism	GenBank	Uniprot	PDB/3D	Taxonomy	Nrow_before_sepGenbank	FamilyName
maltooligosyltrehalose synthase (SsTDFE; TreY; J5U23_02247)	5.4.99.15	pubmed	Saccharolobus shibatae B12	QXJ29378.1	Q7LYV2Q9UWN8	5ZCR[A,B]	Archaea	100	GH13
maltooligosyl trehalose trehalohydrolase (SsTFE ; TreZ; J5U23_02244)	3.2.1.141	pubmed	Saccharolobus shibatae B12	AAM81589.1	Q7LYV3Q9UWN9		Archaea	100	GH13
maltooligosyl trehalose trehalohydrolase (SsTFE ; TreZ; J5U23_02244)	3.2.1.141	pubmed	Saccharolobus shibatae B12	AAF17553.1	Q7LYV3Q9UWN9		Archaea	100	GH13
maltooligosyl trehalose trehalohydrolase (SsTFE ; TreZ; J5U23_02244)	3.2.1.141	pubmed	Saccharolobus shibatae B12	QXJ29375.1	Q7LYV3Q9UWN9		Archaea	100	GH13
α-amylase / maltooligosyltrehalose trehalohydrolase (GTHase)	3.2.1.13.2.1.141		Saccharolobus solfataricus KM1	AAR46454.1	Q55088	1EH9[A]1EHA[A]3VGB[A]3VGD[A]3VGE[A]3VGF[A]3VGG[A]3VGH[A]	Archaea	100	GH13
α-amylase / maltooligosyltrehalose trehalohydrolase (GTHase)	3.2.1.13.2.1.141		Saccharolobus solfataricus KM1	BAA11010.1	Q55088	1EH9[A]1EHA[A]3VGB[A]3VGD[A]3VGE[A]3VGF[A]3VGG[A]3VGH[A]	Archaea	100	GH13
glycosyltrehalose-producing enzyme	5.4.99.15		Saccharolobus solfataricus KM1	BAA11008.1	Q55262		Archaea	100	GH13
maltooligosyltrehalose synthase (TreY;SSO2095)	5.4.99.15		Saccharolobus solfataricus P2	AAK42274.1	P95869Q7LX98		Archaea	100	GH13
maltooligosyltrehalose synthase (TreY;SSO2095)	5.4.99.15		Saccharolobus solfataricus P2	CAA69505.1	P95869Q7LX98		Archaea	100	GH13
maltooligosyltrehalose synthase (TreY;SSO2095)	5.4.99.15		Saccharolobus solfataricus P2	NP_343484.1	P95869Q7LX98		Archaea	100	GH13
maltooligosyltrehalose trehalohydrolase (TreZ;MTHase;SSO2093;c06020)	3.2.1.141		Saccharolobus solfataricus P2	AAK42272.1	P95867		Archaea	100	GH13
maltooligosyltrehalose trehalohydrolase (TreZ;MTHase;SSO2093;c06020)	3.2.1.141		Saccharolobus solfataricus P2	CAA69503.1	P95867		Archaea	100	GH13
maltooligosyltrehalose trehalohydrolase (TreZ;MTHase;SSO2093;c06020)	3.2.1.141		Saccharolobus solfataricus P2	CAC23737.1	P95867		Archaea	100	GH13
maltooligosyltrehalose trehalohydrolase (TreZ;MTHase;SSO2093;c06020)	3.2.1.141		Saccharolobus solfataricus P2	NP_343482.1	P95867		Archaea	100	GH13
isoamylase / 4-α-glucanotransferase (TreX;SSO2094;GlgX;ORF-c06_004;c06021)	2.4.1.253.2.1.68		Saccharolobus solfataricus P2	AAK42273.1	P95868Q7LX99	2VNC[A,B]2VR5[A,B]2VUY[A,B]7EAV[A,B]	Archaea	100	GH13
isoamylase / 4-α-glucanotransferase (TreX;SSO2094;GlgX;ORF-c06_004;c06021)	2.4.1.253.2.1.68		Saccharolobus solfataricus P2	CAA69504.1	P95868Q7LX99	2VNC[A,B]2VR5[A,B]2VUY[A,B]7EAV[A,B]	Archaea	100	GH13
isoamylase / 4-α-glucanotransferase (TreX;SSO2094;GlgX;ORF-c06_004;c06021)	2.4.1.253.2.1.68		Saccharolobus solfataricus P2	CAC23738.1	P95868Q7LX99	2VNC[A,B]2VR5[A,B]2VUY[A,B]7EAV[A,B]	Archaea	100	GH13
isoamylase / 4-α-glucanotransferase (TreX;SSO2094;GlgX;ORF-c06_004;c06021)	2.4.1.253.2.1.68		Saccharolobus solfataricus P2	NP_343483.1	P95868Q7LX99	2VNC[A,B]2VR5[A,B]2VUY[A,B]7EAV[A,B]	Archaea	100	GH13
maltogenic α-amylase / cyclomaltodextrinase (MA;SmMA;Smar_0613)	3.2.1.1333.2.1.54		Staphylothermus marinus F1	ABN69720.1	A3DM60	4AEE[A,B]	Archaea	100	GH13
α-amylase/maltooligosyltrehalose trehalohydrolase (TreZ)	3.2.1.13.2.1.141		Sulfolobus acidocaldarius	BAA11011.1	Q53641		Archaea	100	GH13
α-amylase/maltooligosyltrehalose trehalohydrolase (TreZ)	3.2.1.13.2.1.141		Sulfolobus acidocaldarius	BAA11863.1	Q53641		Archaea	100	GH13
maltooligosyltrehalose synthase (TreY;MTSase)	5.4.99.15		Sulfolobus acidocaldarius	BAA11009.1	Q53688	1IV8[A]	Archaea	100	GH13
maltooligosyltrehalose synthase (TreY;MTSase)	5.4.99.15		Sulfolobus acidocaldarius	BAA11865.1	Q53688	1IV8[A]	Archaea	100	GH13
isoamylase (TreX)	3.2.1.68		Sulfolobus acidocaldarius ATCC33909	BAA11864.1	O05152		Archaea	100	GH13
pullulanase type III (PulhA;Pul-Ta)	3.2.1.41		Thermococcus aggregans	CAB94218.1	Q9P9A0		Archaea	100	GH13
pullulanase type III (PulhA;Pul-Ta)	3.2.1.41		Thermococcus aggregans	CAZ78888.1	Q9P9A0		Archaea	100	GH13
cyclomaltodextrinase (CD;TcCD;CL1_0884)	3.2.1.54		Thermococcus cleftensis	AFL95089.1	I3ZTQ5		Archaea	100	GH13
α-amylase (Amy)	3.2.1.1		Thermococcus hydrothermalis AL662	AAC97877.1	O93647O93648		Archaea	100	GH13
α-amylase (Amy)	3.2.1.1		Thermococcus hydrothermalis AL662	AAC97878.1	O93647O93648		Archaea	100	GH13
α-amylase (Amy)	3.2.1.1		Thermococcus hydrothermalis AL662	ACH26213.1	O93647O93648		Archaea	100	GH13
β-cyclodextrin glucanotransferase (Cgt;TK-cgt;TK2172)	2.4.1.19		Thermococcus kodakarensis KOD1	BAB78538.1	Q8X268		Archaea	100	GH13
β-cyclodextrin glucanotransferase (Cgt;TK-cgt;TK2172)	2.4.1.19		Thermococcus kodakarensis KOD1	BAD86361.1	Q8X268		Archaea	100	GH13
β-cyclodextrin glucanotransferase (Cgt;TK-cgt;TK2172)	2.4.1.19		Thermococcus kodakarensis KOD1	CAT70763.1	Q8X268		Archaea	100	GH13
cyclodextrinase (CDase-Tk;TK1770)	3.2.1.54		Thermococcus kodakarensis KOD1	BAD85959.1	Q5JJ59		Archaea	100	GH13
cyclodextrinase (CDase-Tk;TK1770)	3.2.1.54		Thermococcus kodakarensis KOD1	CAT70564.1	Q5JJ59		Archaea	100	GH13
amylopullulanase / pullulanase type III (Pul-Tk;TK-PUL;TK0977)	3.2.1.13.2.1.41		Thermococcus kodakarensis KOD1	BAD85166.1	Q5JID9	5OT1[A]	Archaea	100	GH13
amylopullulanase / pullulanase type III (Pul-Tk;TK-PUL;TK0977)	3.2.1.13.2.1.41		Thermococcus kodakarensis KOD1	CAT69621.1	Q5JID9	5OT1[A]	Archaea	100	GH13
amylopullulanase / pullulanase type III (Pul-Tk;TK-PUL;TK0977)	3.2.1.13.2.1.41		Thermococcus kodakarensis KOD1	CAZ78793.1	Q5JID9	5OT1[A]	Archaea	100	GH13
α-amylase (ApkA;TK1884)	3.2.1.1	doi	Thermococcus kodakarensis KOD1	BAA21130.1	O33476Q5JER7		Archaea	100	GH13
α-amylase (ApkA;TK1884)	3.2.1.1	doi	Thermococcus kodakarensis KOD1	ACH26210.1	O33476Q5JER7		Archaea	100	GH13
α-amylase (ApkA;TK1884)	3.2.1.1	doi	Thermococcus kodakarensis KOD1	BAD86073.1	O33476Q5JER7		Archaea	100	GH13
α-amylase (ApkA;TK1884)	3.2.1.1	doi	Thermococcus kodakarensis KOD1	CAT70635.1	O33476Q5JER7		Archaea	100	GH13
cyclomaltodextrinase (Tocd;TON_1796)	3.2.1.54		Thermococcus onnurineus NA1	ACJ17286.1	B6YV58		Archaea	100	GH13
α-amylase (TO_Amyl;TON_1660)	3.2.1.1		Thermococcus onnurineus NA1	ABA26948.1	B6YUG5Q2QC88		Archaea	100	GH13
α-amylase (TO_Amyl;TON_1660)	3.2.1.1		Thermococcus onnurineus NA1	ACJ17150.1	B6YUG5Q2QC88		Archaea	100	GH13
α-amylase (BD5031)	3.2.1.1		Thermococcus sp. AEPII 1a	AAM48113.1	Q8NKR4		Archaea	100	GH13
α-amylase (BD5031)	3.2.1.1		Thermococcus sp. AEPII 1a	ACH26099.1	Q8NKR4		Archaea	100	GH13
α-cyclodextrin glucanotransferase (CgtA)	2.4.1.19		Thermococcus sp. B1001	BAA88217.1	Q9UWN2		Archaea	100	GH13
α-cyclodextrin glucanotransferase (CgtA)	2.4.1.19		Thermococcus sp. B1001	BAB18101.1	Q9UWN2		Archaea	100	GH13
α-cyclodextrin glucanotransferase (CgtA)	2.4.1.19		Thermococcus sp. B1001	CAZ78889.1	Q9UWN2		Archaea	100	GH13
cyclomaltodextrinase (CdnA)	3.2.1.1333.2.1.54		Thermococcus sp. B1001	BAB18100.1	Q9HHC8		Archaea	100	GH13
cyclomaltodextrinase (CdnA)	3.2.1.1333.2.1.54		Thermococcus sp. B1001	CAZ78887.1	Q9HHC8		Archaea	100	GH13
α-amylase (BD5064)	3.2.1.1		Thermococcus sp. GU5L5	AAM48112.1	Q8NKR5		Archaea	100	GH13
α-amylase (BD5064)	3.2.1.1		Thermococcus sp. GU5L5	ACH26098.1	Q8NKR5		Archaea	100	GH13
α-amylase (THJA)	3.2.1.1		Thermococcus sp. HJ21	ABU98335.1	B4X9V8		Archaea	100	GH13
α-amylase	3.2.1.1		Thermococcus sp. Rt3	AAB87860.1	O50200		Archaea	100	GH13
α-amylase	3.2.1.1		Thermococcus sp. Rt3	ACH26212.1	O50200		Archaea	100	GH13
α-amylase (Amy)	3.2.1.1		Thermococcus thioreducens	AAT11125.1	Q66SB4		Archaea	100	GH13
maltogenic α-amylase / cyclomaltodextrinase (TfMA;Tpen_1458)	3.2.1.1333.2.1.54		Thermofilum pendens Hrk 5	ABL78855.1	A1S075		Archaea	100	GH13
maltogenic α-amylase (TpMA;TVG0226058)	3.2.1.133		Thermoplasma volcanium GSS1	BAB59359.1	Q97C86		Archaea	100	GH13
maltogenic α-amylase (TpMA;TVG0226058)	3.2.1.133		Thermoplasma volcanium GSS1	CAZ78693.1	Q97C86		Archaea	100	GH13
maltogenic α-amylase (TpMA;TVG0226058)	3.2.1.133		Thermoplasma volcanium GSS1	NP_110736.1	Q97C86		Archaea	100	GH13
acarbose resistent α-amylase (AcbE;ACPL_3683)	3.2.1.1		Actinoplanes sp. SE50/110	AEV84578.1	G8SLW4Q27GR6Q9K5L6		Bacteria	100	GH13
acarbose resistent α-amylase (AcbE;ACPL_3683)	3.2.1.1		Actinoplanes sp. SE50/110	CAC02970.1	G8SLW4Q27GR6Q9K5L6		Bacteria	100	GH13
acarbose resistent α-amylase (AcbE;ACPL_3683)	3.2.1.1		Actinoplanes sp. SE50/110	CAJ81030.1	G8SLW4Q27GR6Q9K5L6		Bacteria	100	GH13
acarbose resistent α-amylase (AcbE;ACPL_3683)	3.2.1.1		Actinoplanes sp. SE50/110	SLM00378.1	G8SLW4Q27GR6Q9K5L6		Bacteria	100	GH13
acarviosyltransferase (AcbD; ACPL_3684)	2.4.1.-	pubmed	Actinoplanes sp. SE50/110	CAC02971.1	Q27GR5Q9K5L5		Bacteria	100	GH13
acarviosyltransferase (AcbD; ACPL_3684)	2.4.1.-	pubmed	Actinoplanes sp. SE50/110	AAE37556.1	Q27GR5Q9K5L5		Bacteria	100	GH13
acarviosyltransferase (AcbD; ACPL_3684)	2.4.1.-	pubmed	Actinoplanes sp. SE50/110	AEV84579.1	Q27GR5Q9K5L5		Bacteria	100	GH13
acarviosyltransferase (AcbD; ACPL_3684)	2.4.1.-	pubmed	Actinoplanes sp. SE50/110	CAJ81031.1	Q27GR5Q9K5L5		Bacteria	100	GH13
acarviosyltransferase (AcbD; ACPL_3684)	2.4.1.-	pubmed	Actinoplanes sp. SE50/110	SLM00379.1	Q27GR5Q9K5L5		Bacteria	100	GH13
trehalose synthase (TreS)	5.4.99.16		Actinoplanes sp. SN223/29	ABV26719.1	A8QX00		Bacteria	100	GH13
malto-oligosyltrehalose synthase (TreY)	5.4.99.15		Actinoplanes sp. SN223/29	ABV26725.1	A8QX07		Bacteria	100	GH13
maltooligosyltrehalose trehalohydrolase (TreZ)	3.2.1.141		Actinoplanes sp. SN223/29	ABV26726.1	A8QX08		Bacteria	100	GH13
α-amylase	3.2.1.1	pubmed	Aeromonas hydrophila JMP636	AAA21936.1	P22630		Bacteria	100	GH13
α-amylase (AmyA)	3.2.1.1	pubmed	Aeromonas hydrophila MCC-1	AAA21016.1	P41131		Bacteria	100	GH13
amylase-pullulanase (Amy;Aaci_2874)	3.2.1.13.2.1.41	pubmedpubmed	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	ACV59878.1	C8WUR2Q06307		Bacteria	100	GH13
amylase-pullulanase (Amy;Aaci_2874)	3.2.1.13.2.1.41	pubmedpubmed	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	CAA44638.1	C8WUR2Q06307		Bacteria	100	GH13
amylase-pullulanase (Amy;Aaci_2874)	3.2.1.13.2.1.41	pubmedpubmed	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	CAZ78868.1	C8WUR2Q06307		Bacteria	100	GH13
cyclomaltodextrinase (CdaA;Aaci_2869)	3.2.1.54	pubmed	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	ACV59873.1	C8WUQ7Q9WX32		Bacteria	100	GH13
cyclomaltodextrinase (CdaA;Aaci_2869)	3.2.1.54	pubmed	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	CAB40078.1	C8WUQ7Q9WX32		Bacteria	100	GH13
cyclomaltodextrinase (CdaA;Aaci_2869)	3.2.1.54	pubmed	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	CAB65655.1	C8WUQ7Q9WX32		Bacteria	100	GH13
cyclomaltodextrinase (CdaA;Aaci_2869)	3.2.1.54	pubmed	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	CAY02967.1	C8WUQ7Q9WX32		Bacteria	100	GH13
cyclomaltodextrinase (CdaA;Aaci_2869)	3.2.1.54	pubmed	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	CAZ78890.1	C8WUQ7Q9WX32		Bacteria	100	GH13
α-amylase	3.2.1.1		Alicyclobacillus sp. 18711	AWX66236.1	A0A3P8MUS3	6GXV[A,B]6GYA[A,B,C,D]	Bacteria	100	GH13
α-amylase (AmyA4)	3.2.1.1		Alicyclobacillus sp. A4 / CGMCC 3147	ADZ99363.1	F2VRZ2		Bacteria	100	GH13
maltogenic α-amylase (Mag1;BleG1_0772)	3.2.1.54	pubmed	Alkalihalobacillus lehensis G1	AHW51935.1	X5CPN2		Bacteria	100	GH13
maltogenic α-amylase (Mag1;BleG1_0772)	3.2.1.54	pubmed	Alkalihalobacillus lehensis G1	AIC93380.1	X5CPN2		Bacteria	100	GH13
α-glucosidase (Amy112) (partial)	3.2.1.21	doi	Alkalihalophilus pseudofirmus 703	AQS95354.1			Bacteria	100	GH13
α-amylase (Amy703;Amy)	3.2.1.1		Alkalihalophilus pseudofirmus 703	AGT54942.1	A0A023I4U3		Bacteria	100	GH13
α-amylase (Amy1;AmyA;AmyB)	3.2.1.1		Alkalimonas amylolytica N10	AAQ01675.1	Q6WUB6		Bacteria	100	GH13
α-amylase (AmySTU)	3.2.1.1		Alteromonas macleodii B7	AGT20491.1	V9P2Q6		Bacteria	100	GH13
amylosucrase (Amas)	2.4.1.4		Alteromonas macleodii KCTC 2957	BAG82876.1	B6F2H1		Bacteria	100	GH13
pullulanase (PulAg)	3.2.1.41		Anaerobranca gottschalkii	AAS47565.1	Q6QHE9		Bacteria	100	GH13
β-cyclodextrin glycosyltransferase (CGTase)	2.4.1.19		Anaerobranca gottschalkii	CAH61550.1	Q5ZEQ7		Bacteria	100	GH13
α-amylase (AmyB)	3.2.1.1		Anaerobranca gottschalkii	AAW32490.1	Q5I943		Bacteria	100	GH13
α-amylase (AmyB)	3.2.1.1		Anaerobranca gottschalkii	CAZ78873.1	Q5I943		Bacteria	100	GH13
α-amylase (AmyA)	3.2.1.1		Anaerobranca gottschalkii	AAW32491.1	Q5I942		Bacteria	100	GH13
1,4-α-glucan branching enzyme (GlgB)	2.4.1.18	pubmed	Anaerobranca gottschalkii	CAJ38414.1	Q3BJY5		Bacteria	100	GH13
pullulanase	3.2.1.41		Anaerobranca horikoshii	AAP45012.1	Q6XQ00		Bacteria	100	GH13
cyclomaltodextrinase (Cda13;Amy98)	3.2.1.54		Anoxybacillus flavithermus	AAX29991.1	Q5BLZ6		Bacteria	100	GH13
cyclomaltodextrinase (Cda13;Amy98)	3.2.1.54		Anoxybacillus flavithermus	CAY02963.1	Q5BLZ6		Bacteria	100	GH13
cyclomaltodextrinase (Cda13;Amy98)	3.2.1.54		Anoxybacillus flavithermus	CAZ78871.1	Q5BLZ6		Bacteria	100	GH13
α-amylase (AFA;AMY1048)	3.2.1.1		Anoxybacillus flavithermus	CAL14744.1			Bacteria	100	GH13
maltogenic α-amylase (ADTA)	3.2.1.133	pubmed	Anoxybacillus sp. DT3-1	AFI49456.1	I1VWI0		Bacteria	100	GH13
α-amylase (AGXA)	3.2.1.1	pubmed	Anoxybacillus sp. GXS-BL	AEQ38578.1			Bacteria	100	GH13
pullulanase type I (PulA)	3.2.1.41		Anoxybacillus sp. LM18-11	AEW23439.1	K9L0H1	3WDH[A]3WDI[A]3WDJ[A]	Bacteria	100	GH13
α-amylase (ASKA)	3.2.1.1	pubmed	Anoxybacillus sp. SK3-4	AFI49455.1	I1VWH9	5A2A[A]5A2B[A]5A2C[A]	Bacteria	100	GH13
branching enzyme (GlgB;Aq_722)	2.4.1.18	doi	Aquifex aeolicus VF5	AAC06895.1	O66936		Bacteria	100	GH13
branching enzyme (GlgB;Aq_722)	2.4.1.18	doi	Aquifex aeolicus VF5	CAE51854.1	O66936		Bacteria	100	GH13
branching enzyme (GlgB;Aq_722)	2.4.1.18	doi	Aquifex aeolicus VF5	NP_213496.1	O66936		Bacteria	100	GH13
cyclic α-1,6-maltosyl-maltose hydrolase (CmmF)	3.2.1.-	pubmed	Arthrobacter globiformis M6	BAI67607.1	D2YYE1	5ZXG[A,B]6A0J[A]6A0K[A,B]6A0L[A]	Bacteria	100	GH13
6-α-maltosyltransferase (CmmA)	2.4.1.-		Arthrobacter globiformis M6	BAE79266.1	Q2L6M1		Bacteria	100	GH13
α-glucosidase (CmmB)	3.2.1.20		Arthrobacter globiformis M6	BAI67603.1	D2YYD7Q2L6M0		Bacteria	100	GH13
α-glucosidase (CmmB)	3.2.1.20		Arthrobacter globiformis M6	BAE79267.1	D2YYD7Q2L6M0		Bacteria	100	GH13
malto-oligosyltrehalose synthase (MTSase;TreY)	5.4.99.15		Arthrobacter ramosus S34	BAB40765.1	Q9AJN7	6LCU[A]6LCV[A]	Bacteria	100	GH13
malto-oligosyltrehalose trehalohydrolase (MTHase;TreZ)	3.2.1.141		Arthrobacter ramosus S34	BAB40766.1	Q9AJN6		Bacteria	100	GH13
maltooligosyltrehalose synthase (TreY)	5.4.99.15	pubmed	Arthrobacter sp. Q36	BAA09667.1	Q44315Q9LC79		Bacteria	100	GH13
maltooligosyltrehalose synthase (TreY)	5.4.99.15	pubmed	Arthrobacter sp. Q36	BAA94843.1	Q44315Q9LC79		Bacteria	100	GH13
maltooligosyltrehalose trehalohydrolase (TreZ)	3.2.1.141		Arthrobacter sp. Q36	AAE13738.1	Q44316		Bacteria	100	GH13
maltooligosyltrehalose trehalohydrolase (TreZ)	3.2.1.141		Arthrobacter sp. Q36	AAE13730.1	Q44316		Bacteria	100	GH13
maltooligosyltrehalose trehalohydrolase (TreZ)	3.2.1.141		Arthrobacter sp. Q36	AAE15470.1	Q44316		Bacteria	100	GH13
maltooligosyltrehalose trehalohydrolase (TreZ)	3.2.1.141		Arthrobacter sp. Q36	AAE15478.1	Q44316		Bacteria	100	GH13
maltooligosyltrehalose trehalohydrolase (TreZ)	3.2.1.141		Arthrobacter sp. Q36	BAA09668.1	Q44316		Bacteria	100	GH13
α-amylase (fragment)	3.2.1.1		Bacillus acidicola TSAS1	AEW07376.1	J9PQD2		Bacteria	100	GH13
pullulanase (PulB)	3.2.1.41	doi	Bacillus acidopullulyticus	CAC60158.1			Bacteria	100	GH13
pullulanase (PulB)	3.2.1.41	doi	Bacillus acidopullulyticus	AAX00709.1			Bacteria	100	GH13
pullulanase (PulB)	3.2.1.41	doi	Bacillus acidopullulyticus	ACK18365.1			Bacteria	100	GH13
pullulanase (PulB)	3.2.1.41	doi	Bacillus acidopullulyticus	CAX87016.1			Bacteria	100	GH13
pullulanase (PulB)	3.2.1.41	doi	Bacillus acidopullulyticus	CAZ67879.1			Bacteria	100	GH13
pullulanase (PulB)	3.2.1.41	doi	Bacillus acidopullulyticus	CAZ67880.1			Bacteria	100	GH13
pullulanase (PulA;BaPul13A) (Pul13A)	3.2.1.41		Bacillus acidopullulyticus	CAC60156.1		2WAN[A]	Bacteria	100	GH13
pullulanase (PulA;BaPul13A) (Pul13A)	3.2.1.41		Bacillus acidopullulyticus	AAX00707.1		2WAN[A]	Bacteria	100	GH13
pullulanase (PulA;BaPul13A) (Pul13A)	3.2.1.41		Bacillus acidopullulyticus	ACK18363.1		2WAN[A]	Bacteria	100	GH13
pullulanase (PulA;BaPul13A) (Pul13A)	3.2.1.41		Bacillus acidopullulyticus	CAX87014.1		2WAN[A]	Bacteria	100	GH13
α-amylase (Amy1;AmyQ;BAA)	3.2.1.1	pubmed	Bacillus amyloliquefaciens	AAA22191.1	P00692	3BH4[A,B]	Bacteria	100	GH13
α-amylase (Amy1;AmyQ;BAA)	3.2.1.1	pubmed	Bacillus amyloliquefaciens	AAE12381.1	P00692	3BH4[A,B]	Bacteria	100	GH13
α-amylase (Amy1;AmyQ;BAA)	3.2.1.1	pubmed	Bacillus amyloliquefaciens	AAE13947.1	P00692	3BH4[A,B]	Bacteria	100	GH13
α-amylase (Amy1;AmyQ;BAA)	3.2.1.1	pubmed	Bacillus amyloliquefaciens	AAE37101.1	P00692	3BH4[A,B]	Bacteria	100	GH13
α-amylase (Amy1;AmyQ;BAA)	3.2.1.1	pubmed	Bacillus amyloliquefaciens	AAE59727.1	P00692	3BH4[A,B]	Bacteria	100	GH13
α-amylase (Amy1;AmyQ;BAA)	3.2.1.1	pubmed	Bacillus amyloliquefaciens	AAE62349.1	P00692	3BH4[A,B]	Bacteria	100	GH13
