Protein Name	EC#	Reference	Organism	GenBank	Uniprot	PDB/3D	Taxonomy	Nrow_before_sepGenbank	FamilyName
xylanase A (XynA;BsxA;BsXynA;BSU18840)	3.2.1.8	pubmed	Bacillus subtilis subsp. subtilis str. 168	AAM08359.1	A0A6M4JHE2P18429Q59254Q8RMN9	1AXK[A]1XXN[A]2B45[X]2B46[X]2DCY[A,B,C,D,E]2DCZ[A,B]2QZ3[A,B]2Z79[A,B]3EXU[A,B]5K9Y[A,B]	Bacteria	100	GH11
xylanase A (XynA;BsxA;BsXynA;BSU18840)	3.2.1.8	pubmed	Bacillus subtilis subsp. subtilis str. 168	ABH92520.1	A0A6M4JHE2P18429Q59254Q8RMN9	1AXK[A]1XXN[A]2B45[X]2B46[X]2DCY[A,B,C,D,E]2DCZ[A,B]2QZ3[A,B]2Z79[A,B]3EXU[A,B]5K9Y[A,B]	Bacteria	100	GH11
xylanase A (XynA;BsxA;BsXynA;BSU18840)	3.2.1.8	pubmed	Bacillus subtilis subsp. subtilis str. 168	ACK26682.1	A0A6M4JHE2P18429Q59254Q8RMN9	1AXK[A]1XXN[A]2B45[X]2B46[X]2DCY[A,B,C,D,E]2DCZ[A,B]2QZ3[A,B]2Z79[A,B]3EXU[A,B]5K9Y[A,B]	Bacteria	100	GH11
xylanase A (XynA;BsxA;BsXynA;BSU18840)	3.2.1.8	pubmed	Bacillus subtilis subsp. subtilis str. 168	ACQ19010.1	A0A6M4JHE2P18429Q59254Q8RMN9	1AXK[A]1XXN[A]2B45[X]2B46[X]2DCY[A,B,C,D,E]2DCZ[A,B]2QZ3[A,B]2Z79[A,B]3EXU[A,B]5K9Y[A,B]	Bacteria	100	GH11
xylanase A (XynA;BsxA;BsXynA;BSU18840)	3.2.1.8	pubmed	Bacillus subtilis subsp. subtilis str. 168	ACR92566.1	A0A6M4JHE2P18429Q59254Q8RMN9	1AXK[A]1XXN[A]2B45[X]2B46[X]2DCY[A,B,C,D,E]2DCZ[A,B]2QZ3[A,B]2Z79[A,B]3EXU[A,B]5K9Y[A,B]	Bacteria	100	GH11
xylanase A (XynA;BsxA;BsXynA;BSU18840)	3.2.1.8	pubmed	Bacillus subtilis subsp. subtilis str. 168	AIY93198.1	A0A6M4JHE2P18429Q59254Q8RMN9	1AXK[A]1XXN[A]2B45[X]2B46[X]2DCY[A,B,C,D,E]2DCZ[A,B]2QZ3[A,B]2Z79[A,B]3EXU[A,B]5K9Y[A,B]	Bacteria	100	GH11
xylanase A (XynA;BsxA;BsXynA;BSU18840)	3.2.1.8	pubmed	Bacillus subtilis subsp. subtilis str. 168	AQR81879.1	A0A6M4JHE2P18429Q59254Q8RMN9	1AXK[A]1XXN[A]2B45[X]2B46[X]2DCY[A,B,C,D,E]2DCZ[A,B]2QZ3[A,B]2Z79[A,B]3EXU[A,B]5K9Y[A,B]	Bacteria	100	GH11
xylanase A (XynA;BsxA;BsXynA;BSU18840)	3.2.1.8	pubmed	Bacillus subtilis subsp. subtilis str. 168	AQR86093.1	A0A6M4JHE2P18429Q59254Q8RMN9	1AXK[A]1XXN[A]2B45[X]2B46[X]2DCY[A,B,C,D,E]2DCZ[A,B]2QZ3[A,B]2Z79[A,B]3EXU[A,B]5K9Y[A,B]	Bacteria	100	GH11
xylanase A (XynA;BsxA;BsXynA;BSU18840)	3.2.1.8	pubmed	Bacillus subtilis subsp. subtilis str. 168	CAA84276.1	A0A6M4JHE2P18429Q59254Q8RMN9	1AXK[A]1XXN[A]2B45[X]2B46[X]2DCY[A,B,C,D,E]2DCZ[A,B]2QZ3[A,B]2Z79[A,B]3EXU[A,B]5K9Y[A,B]	Bacteria	100	GH11
xylanase A (XynA;BsxA;BsXynA;BSU18840)	3.2.1.8	pubmed	Bacillus subtilis subsp. subtilis str. 168	NP_389765.1	A0A6M4JHE2P18429Q59254Q8RMN9	1AXK[A]1XXN[A]2B45[X]2B46[X]2DCY[A,B,C,D,E]2DCZ[A,B]2QZ3[A,B]2Z79[A,B]3EXU[A,B]5K9Y[A,B]	Bacteria	100	GH11
xylanase (XylB8)	3.2.1.8	pubmed	bacterium enrichment culture clone Xyl8B8	AFH35005.1	H9ZGD1		Bacteria	100	GH11
xylanase (Calkro_0081) (Xyn11A)	3.2.1.8	doi	Caldicellulosiruptor kronotskyensis 2002	ADQ44997.1	E4SCE2		Bacteria	100	GH11
xylanase (XynA;Ca_GH11)	3.2.1.8	pubmed	Caldicellulosiruptor sp. F32	AFO70072.1	I7DIS4		Bacteria	100	GH11
xylanase D (XynD)	3.2.1.8	pubmed	Caldicellulosiruptor sp. Rt69B.1	CAE84532.1	O52375		Bacteria	100	GH11
xylanase D (XynD)	3.2.1.8	pubmed	Caldicellulosiruptor sp. Rt69B.1	AAB95327.1	O52375		Bacteria	100	GH11
xylanase D (XynD)	3.2.1.8	pubmed	Caldicellulosiruptor sp. Rt69B.1	CAA03088.1	O52375		Bacteria	100	GH11
xylanase D / 11A (XynD;XylD;Xyl11A) (Xyn11A)	3.2.1.8	pubmed	Cellulomonas fimi 221	CAA54145.1	P54865		Bacteria	100	GH11
endo-β-1,4-xylanase (XynI) (fragment)	3.2.1.8	pubmed	Cellulomonas flavigena CDBB-531	CAH03685.3	Q14ST6Q9AG99		Bacteria	100	GH11
endo-β-1,4-xylanase (XynI) (fragment)	3.2.1.8	pubmed	Cellulomonas flavigena CDBB-531	AAK15536.1	Q14ST6Q9AG99		Bacteria	100	GH11
xylanase (XIB;XylXib;ClXyn11A) (Xyn11A)	3.2.1.8	pubmed	Cellulomonas flavigena CDBB-531	CAJ57849.1	A2AWV8		Bacteria	100	GH11
xylanase D / 11B (CJA_3762) (Xyn11B)	3.2.1.8	pubmed	Cellvibrio japonicus Ueda107	ACE85524.1	B3PIN0Q8VP72		Bacteria	100	GH11
xylanase D / 11B (CJA_3762) (Xyn11B)	3.2.1.8	pubmed	Cellvibrio japonicus Ueda107	AAL57754.1	B3PIN0Q8VP72		Bacteria	100	GH11
xylanase E / 11A (XynE;CJA_3763) (Xyn11A)	3.2.1.8	pubmed	Cellvibrio japonicus Ueda107	ACE84179.1	B3PIN1Q59674		Bacteria	100	GH11
xylanase E / 11A (XynE;CJA_3763) (Xyn11A)	3.2.1.8	pubmed	Cellvibrio japonicus Ueda107	CAA88763.1	B3PIN1Q59674		Bacteria	100	GH11
xylanase A (XylA)	3.2.1.8	pubmed	Cellvibrio mixtus	CAA88761.1	Q59300		Bacteria	100	GH11
endo-β-1,4-xylanase	3.2.1.8	pubmed	Clostridium beijerinckii G117	AIO05795.1	A0A088SQN4		Bacteria	100	GH11
xylanase A (XynA;Clocel_2295)	3.2.1.8	pubmed	Clostridium cellulovorans 743B	AAN32825.1	D9SP57Q8GH59		Bacteria	100	GH11
xylanase A (XynA;Clocel_2295)	3.2.1.8	pubmed	Clostridium cellulovorans 743B	ADL52022.1	D9SP57Q8GH59		Bacteria	100	GH11
xylanase B (XynB)	3.2.1.8	pubmed	Clostridium saccharobutylicum P262	AAA23287.1	P17137		Bacteria	100	GH11
xylanase B (XynB)	3.2.1.8	pubmed	Clostridium saccharobutylicum P262	AAS31738.1	P17137		Bacteria	100	GH11
xylanase B (XynB)	3.2.1.8	pubmed	Clostridium saccharobutylicum P262	ACR92615.1	P17137		Bacteria	100	GH11
xylanase 11A (Xyn11A)	3.2.1.8	pubmed	Cytobacillus firmus	AAQ83579.1	Q6U894		Bacteria	100	GH11
xylanase (Xyn11A)	3.2.1.8	doi	Cytobacillus firmus K-1	AAQ14588.1	Q71S35		Bacteria	100	GH11
xylanase B (XynB;XynB3;229B)	3.2.1.8	pubmed	Dictyoglomus thermophilum RT46B.1	AAC46361.1	P77853	1F5J[A,B]	Bacteria	100	GH11
Fisuc_2442 / FSU_3006	3.2.1.8	pubmed	Fibrobacter succinogenes subsp. succinogenes S85	ACX76028.1	C9RLL3		Bacteria	100	GH11
Fisuc_2442 / FSU_3006	3.2.1.8	pubmed	Fibrobacter succinogenes subsp. succinogenes S85	ADL25314.1	C9RLL3		Bacteria	100	GH11
xylanase C (XynC;Fisuc_0362;FSU_0777) (Xyn11C)	3.2.1.8	pubmedpubmed	Fibrobacter succinogenes subsp. succinogenes S85	AAA21848.1	P35811		Bacteria	100	GH11
xylanase C (XynC;Fisuc_0362;FSU_0777) (Xyn11C)	3.2.1.8	pubmedpubmed	Fibrobacter succinogenes subsp. succinogenes S85	AAS31753.1	P35811		Bacteria	100	GH11
xylanase C (XynC;Fisuc_0362;FSU_0777) (Xyn11C)	3.2.1.8	pubmedpubmed	Fibrobacter succinogenes subsp. succinogenes S85	ACX73974.1	P35811		Bacteria	100	GH11
xylanase C (XynC;Fisuc_0362;FSU_0777) (Xyn11C)	3.2.1.8	pubmedpubmed	Fibrobacter succinogenes subsp. succinogenes S85	ADL26842.1	P35811		Bacteria	100	GH11
xylanase C (XynC;Fisuc_0362;FSU_0777) (Xyn11C)	3.2.1.8	pubmedpubmed	Fibrobacter succinogenes subsp. succinogenes S85	AAA21848.1	P35811		Bacteria	100	GH11
xylanase C (XynC;Fisuc_0362;FSU_0777) (Xyn11C)	3.2.1.8	pubmedpubmed	Fibrobacter succinogenes subsp. succinogenes S85	AAS31753.1	P35811		Bacteria	100	GH11
xylanase C (XynC;Fisuc_0362;FSU_0777) (Xyn11C)	3.2.1.8	pubmedpubmed	Fibrobacter succinogenes subsp. succinogenes S85	ACX73974.1	P35811		Bacteria	100	GH11
xylanase C (XynC;Fisuc_0362;FSU_0777) (Xyn11C)	3.2.1.8	pubmedpubmed	Fibrobacter succinogenes subsp. succinogenes S85	ADL26842.1	P35811		Bacteria	100	GH11
xylanase A (XynA)	3.2.1.8	pubmed	Geobacillus stearothermophilus 236	AAB72117.1	P45705	cryst	Bacteria	100	GH11
xylanase (BH0899) (Xyn11A)	3.2.1.8	pubmed	Halalkalibacterium halodurans C-125	BAB04618.1	Q9KEF3		Bacteria	100	GH11
xylanase (BH0899) (Xyn11A)	3.2.1.8	pubmed	Halalkalibacterium halodurans C-125	CAJ29666.1	Q9KEF3		Bacteria	100	GH11
xylanase (BH0899) (Xyn11A)	3.2.1.8	pubmed	Halalkalibacterium halodurans C-125	NP_241765.1	Q9KEF3		Bacteria	100	GH11
endo-1,4-β-xylanhydrolase (XynNt) (Xyn11A)	3.2.1.8	pubmed	Halalkalibacterium halodurans MIR32	AAO12276.1	Q79MJ7Q9KEF3		Bacteria	100	GH11
endo-β-1,4-xylanase (HHT355_1576; XynE)	3.2.1.8	pubmed	Herbinix hemicellulosilytica	CRZ34777.1			Bacteria	100	GH11
endo-β-1,4-xylanase (HHT355_0285; XynF)	3.2.1.8	pubmed	Herbinix hemicellulosilytica	CRZ33495.1			Bacteria	100	GH11
xylanase (XynB;KSE_59480)	3.2.1.8	pubmed	Kitasatospora setae KM-6054	BAJ31718.1	E4N0N4		Bacteria	100	GH11
endo-β-1,4-xylanase (Xyn11Nx)	3.2.1.8	pubmed	Nesterenkonia xinjiangensis YIM 70097 / CCTCC AA001025	ACY70399.1	D1KJJ7		Bacteria	100	GH11
xylanase A (XlnA;BcX)	3.2.1.8	pubmed	Niallia circulans	AAS31723.1	P09850P18429Q8RMN8	1BCX[A]1BVV[A]1C5H[A]1C5I[A]1HV0[A]1HV1[A]1XNB[A]1XNC[A]2B42[B]2BVV[A]3HD8[B,D]3LB9[A,B,C]3VZJ[A,B,C,D]3VZK[A,B]3VZL[A,B,C,D]3VZM[A]3VZN[A,B]3VZO[A]	Bacteria	100	GH11
xylanase A (XlnA;BcX)	3.2.1.8	pubmed	Niallia circulans	AAM08360.1	P09850P18429Q8RMN8	1BCX[A]1BVV[A]1C5H[A]1C5I[A]1HV0[A]1HV1[A]1XNB[A]1XNC[A]2B42[B]2BVV[A]3HD8[B,D]3LB9[A,B,C]3VZJ[A,B,C,D]3VZK[A,B]3VZL[A,B,C,D]3VZM[A]3VZN[A,B]3VZO[A]	Bacteria	100	GH11
xylanase A (XlnA;BcX)	3.2.1.8	pubmed	Niallia circulans	AAS31734.1	P09850P18429Q8RMN8	1BCX[A]1BVV[A]1C5H[A]1C5I[A]1HV0[A]1HV1[A]1XNB[A]1XNC[A]2B42[B]2BVV[A]3HD8[B,D]3LB9[A,B,C]3VZJ[A,B,C,D]3VZK[A,B]3VZL[A,B,C,D]3VZM[A]3VZN[A,B]3VZO[A]	Bacteria	100	GH11
xylanase A (XlnA;BcX)	3.2.1.8	pubmed	Niallia circulans	ABH92518.1	P09850P18429Q8RMN8	1BCX[A]1BVV[A]1C5H[A]1C5I[A]1HV0[A]1HV1[A]1XNB[A]1XNC[A]2B42[B]2BVV[A]3HD8[B,D]3LB9[A,B,C]3VZJ[A,B,C,D]3VZK[A,B]3VZL[A,B,C,D]3VZM[A]3VZN[A,B]3VZO[A]	Bacteria	100	GH11
xylanase A (XlnA;BcX)	3.2.1.8	pubmed	Niallia circulans	ACK26680.1	P09850P18429Q8RMN8	1BCX[A]1BVV[A]1C5H[A]1C5I[A]1HV0[A]1HV1[A]1XNB[A]1XNC[A]2B42[B]2BVV[A]3HD8[B,D]3LB9[A,B,C]3VZJ[A,B,C,D]3VZK[A,B]3VZL[A,B,C,D]3VZM[A]3VZN[A,B]3VZO[A]	Bacteria	100	GH11
xylanase A (XlnA;BcX)	3.2.1.8	pubmed	Niallia circulans	ACQ19008.1	P09850P18429Q8RMN8	1BCX[A]1BVV[A]1C5H[A]1C5I[A]1HV0[A]1HV1[A]1XNB[A]1XNC[A]2B42[B]2BVV[A]3HD8[B,D]3LB9[A,B,C]3VZJ[A,B,C,D]3VZK[A,B]3VZL[A,B,C,D]3VZM[A]3VZN[A,B]3VZO[A]	Bacteria	100	GH11
xylanase A (XlnA;BcX)	3.2.1.8	pubmed	Niallia circulans	ACR92575.1	P09850P18429Q8RMN8	1BCX[A]1BVV[A]1C5H[A]1C5I[A]1HV0[A]1HV1[A]1XNB[A]1XNC[A]2B42[B]2BVV[A]3HD8[B,D]3LB9[A,B,C]3VZJ[A,B,C,D]3VZK[A,B]3VZL[A,B,C,D]3VZM[A]3VZN[A,B]3VZO[A]	Bacteria	100	GH11
xylanase A (XlnA;BcX)	3.2.1.8	pubmed	Niallia circulans	CAA30553.1	P09850P18429Q8RMN8	1BCX[A]1BVV[A]1C5H[A]1C5I[A]1HV0[A]1HV1[A]1XNB[A]1XNC[A]2B42[B]2BVV[A]3HD8[B,D]3LB9[A,B,C]3VZJ[A,B,C,D]3VZK[A,B]3VZL[A,B,C,D]3VZM[A]3VZN[A,B]3VZO[A]	Bacteria	100	GH11
xylanase (Xyn11E)	3.2.1.8	pubmed	Paenibacillus barcinonensis BP-23	AHC74025.1	V9TXH2		Bacteria	100	GH11
xylanase X (XylX)	3.2.1.8	doi	Paenibacillus campinasensis BL11	ABB77852.1	Q2I6W5		Bacteria	100	GH11
xylanase (XynG1-1;XynG1-1b43;XynG1-1b43cc16)	3.2.1.8	pubmed	Paenibacillus campinasensis G1-1 / CGMCC 5023	AEI54132.1	F8UMP6M4N7N5M4N7S8		Bacteria	100	GH11
xylanase (XynG1-1;XynG1-1b43;XynG1-1b43cc16)	3.2.1.8	pubmed	Paenibacillus campinasensis G1-1 / CGMCC 5023	AGG82433.1	F8UMP6M4N7N5M4N7S8		Bacteria	100	GH11
xylanase (XynG1-1;XynG1-1b43;XynG1-1b43cc16)	3.2.1.8	pubmed	Paenibacillus campinasensis G1-1 / CGMCC 5023	AGG82434.1	F8UMP6M4N7N5M4N7S8		Bacteria	100	GH11
xylanase 11A (Xyn11A)	3.2.1.8	pubmed	Paenibacillus curdlanolyticus B-6	ADB54799.1	D3GKE3		Bacteria	100	GH11
endo-β-1,4-xylanase (Xyn)	3.2.1.8	pubmed	Paenibacillus polymyxa PPL-3	ADK47978.1	E1AHZ6		Bacteria	100	GH11
xylanase A (XynA)	3.2.1.8	pubmed	Paenibacillus sp. DG-22	ABI96991.1	A4GG22		Bacteria	100	GH11
endo-xylanase (Xyn1)	3.2.1.8	URL	Paenibacillus sp. HY8	ABD66557.1	A3QRI7		Bacteria	100	GH11
endo-β-1,4-xylanase (partial) (Xyl11D)	3.2.1.8	pubmed	Paenibacillus sp. ICGEB2008 / MTCC 5639	AEB00656.1	G0YA74		Bacteria	100	GH11
Pjdr2_4664 (Xyn)	3.2.1.8	pubmed	Paenibacillus sp. JDR-2	ACT03278.1	C6D8U8		Bacteria	100	GH11
xylanase A (XynA)	3.2.1.8	doi	Paenibacillus sp. KCTC8848P	AAG23526.1	Q9F9B9		Bacteria	100	GH11
xylanase 1 (Xyn1)	3.2.1.8	pubmed	Paenibacillus sp. W-61	BAE93061.1	Q1XGE6		Bacteria	100	GH11
xylanase 1 (Xyn1)	3.2.1.8	pubmed	Paenibacillus sp. W-61	BAF49080.1	Q1XGE6		Bacteria	100	GH11
1,4-betα-xylanase (GH11XynB;AMS66_16445)	3.2.1.8	doi	Paenibacillus xylanivorans	KOY15336.1	A0A0M9BNX9	7KV0[A,B]	Bacteria	100	GH11
endo-1,4-β-xylanase T (XynT) (Xyn11A)	3.2.1.8	doi	Pseudobutyrivibrio xylanivorans TYPE STRAIN: MZ5	CAD65888.2	P83513		Bacteria	100	GH11
endo-1,4-β-xylanase T (XynT) (Xyn11A)	3.2.1.8	doi	Pseudobutyrivibrio xylanivorans TYPE STRAIN: MZ5	CAD65888.1	P83513		Bacteria	100	GH11
β-1,4-xylanase (AxnA)	3.2.1.8	doi	Pseudomonas sp. ND137	BAB79287.1			Bacteria	100	GH11
xylanase (P32a,Ccel_0750) (Xyn11A)	3.2.1.8	pubmed	Ruminiclostridium cellulolyticum H10	ACL75128.1	B8I7X1		Bacteria	100	GH11
xylanase A (XynA)	3.2.1.8	pubmed	Ruminococcus albus	AAA85198.1	Q52644		Bacteria	100	GH11
xylanase B (XynB)	3.2.1.8	doi	Ruminococcus albus	BAB39493.1	Q9AJB4		Bacteria	100	GH11
endo-β-1,4-xylanase 11D (Xyn11D)	3.2.1.8	pubmed	Ruminococcus albus 8	AEE64769.1	F6LP81		Bacteria	100	GH11
endo-β-1,4-xylanase 11D (Xyn11D)	3.2.1.8	pubmed	Ruminococcus albus 8	ZP_08160424.1	F6LP81		Bacteria	100	GH11
endo-β-1,4-xylanase 11E (Xyn11E)	3.2.1.8	pubmed	Ruminococcus albus 8	AEE64770.1	E9SA77		Bacteria	100	GH11
endo-β-1,4-xylanase 11E (Xyn11E)	3.2.1.8	pubmed	Ruminococcus albus 8	ZP_08158180.1	E9SA77		Bacteria	100	GH11
endo-β-1,4-xylanase 11F (Xyn11F)	3.2.1.8	pubmed	Ruminococcus albus 8	AEE64771.1	E9S8N5		Bacteria	100	GH11
endo-β-1,4-xylanase 11F (Xyn11F)	3.2.1.8	pubmed	Ruminococcus albus 8	ZP_08157788.1	E9S8N5		Bacteria	100	GH11
xylanase (GH11A-CE;RUM_23130) (Xyn11A)	3.2.1.8	pubmed	Ruminococcus champanellensis 18P13 = JCM 17042	CBL18305.1	D4LFB0		Bacteria	100	GH11
xylanase A (XynA)	3.2.1.8	pubmed	Ruminococcus flavefaciens 17	AAS31752.1	P29126		Bacteria	100	GH11
xylanase A (XynA)	3.2.1.8	pubmed	Ruminococcus flavefaciens 17	ABH92523.1	P29126		Bacteria	100	GH11
xylanase A (XynA)	3.2.1.8	pubmed	Ruminococcus flavefaciens 17	ACQ19013.1	P29126		Bacteria	100	GH11
xylanase A (XynA)	3.2.1.8	pubmed	Ruminococcus flavefaciens 17	CAA77476.1	P29126		Bacteria	100	GH11
xylanase D / lichenase (XynD)	3.2.1.8	pubmed	Ruminococcus flavefaciens 17	AAB26620.1	Q53317Q9S310		Bacteria	100	GH11
xylanase D / lichenase (XynD)	3.2.1.8	pubmed	Ruminococcus flavefaciens 17	CAB51934.1	Q53317Q9S310		Bacteria	100	GH11
xylanase (BadX;Xyl11)	3.2.1.8	pubmed	Salipaludibacillus agaradhaerens AC13	CAB42305.1	Q7SIE2Q7SIE3	1H4G[A,B]1H4H[A,B,C,D]1QH6[A,B]1QH7[A,B]	Bacteria	100	GH11
xylanase (BadX;Xyl11)	3.2.1.8	pubmed	Salipaludibacillus agaradhaerens AC13	ABE26517.1	Q7SIE2Q7SIE3	1H4G[A,B]1H4H[A,B,C,D]1QH6[A,B]1QH7[A,B]	Bacteria	100	GH11
